#MainDesig,EquivDesig,Class,YmJ,YmJerr,YmJt_min,JmK,JmKerr,JmKt_min,HmK,HmKerr,HmKt_min,TaxClassKNN,KNNMCProb,TaxClassProb,ProbProb,TaxClassFin
1469,1469|1938 QD|A916 QD|1931 JD|1933 SM1|1936 FC1|1949 OP1|1955 ST|1955 UB|1916 QD|Linzia,MBOMB,0.2531405,0.001759346895868,6.6785759967752,0.5053655,0.002140316682176,6.8198040034622,,,,C,1.0,C,0.55,C
134412,134412|1998 FR29,MBIMB,0.6957395,0.1258393217063,6.6919319937006,-0.068481999999999,0.398875783207,8.0799480015412,,,,V,0.852398,V,0.96,U
27188,27188|1999 CL46|1988 VB6|1997 WT55,MBMMB,0.365939,0.014888415790473,6.6919319937006,0.3687765,0.030176258991962,6.9618960062508,,,,S,0.995154,S,0.94,S
250184,250184|2002 TE289,MBMMB,0.37606025,0.039200885179074,6.6919319937006,0.450887,0.090562525748789,6.9618960062508,-0.099057500000001,0.18105232925594,7.2733679995872,S,0.738277,S,0.65,S
36234,36234|1999 UB42|1993 QY2,MBOuter,0.3172925,0.024280259111055,6.6919319937006,0.470133,0.025502738552702,6.9618960062508,0.126036,0.083004036437995,7.1671680081636,Xt,0.233193,Xt,0.31,Xt
21263,21263|1996 HJ11|1996 KN9|1999 FH23,MBIMB,0.474018,0.049266900323645,6.6924359975383,0.54459,0.050316492604935,7.2293759998865,,,,S,0.897601,S,0.52,S
52147,52147|9061 P-L|2000 BJ10,MBMMB,0.38138633333333,0.037239930893017,10.702259999234,0.304791,0.094240912611973,7.0442999945953,0.3174425,0.19425792137195,7.2328679950442,S,0.694991,S,0.76,S
97880,97880|2000 QO45|2002 BF12,MBIMB,0.52047825,0.025996945616264,6.714720010059,0.69895575,0.034107556872524,7.1235360007267,-0.083612500000001,0.048839813551548,7.2641520027537,Ad,0.956881,Ad,1.00,Ad
138034,138034|2000 DQ16,MBMMB,0.24020925,0.076825814811414,8.8269840006251,0.744383,0.30670192116002,7.7641199959908,0.204735,0.36387504724149,7.0621200045571,Ad,0.36473,Ad,0.47,U
17667,17667|1996 XT5|1994 NY3|1996 BO17,MBOMB,0.2790695,0.032950229358078,6.5844359924085,0.3322175,0.074111122603156,6.8257440067828,0.031633499999998,0.08297661673327,7.0774559956044,Kl,0.5511,Kl,0.68,Kl
34053,34053|2000 OF38|1999 JV131,MBOMB,0.382569,0.049680648128824,5.5469879927114,0.321814,0.086236978734473,7.8631920064799,0.246334,0.10721772890945,7.0774559956044,S,0.755642,S,0.60,S
89939,89939|2002 FV7,MBOMB,0.2487675,0.15019907365726,6.5780279960018,0.5706365,0.37798411896533,5.7881159952376,0.274668,0.39928356324505,7.4587924825028,Ds,0.246268,Ad,0.44,U
81154,81154|2000 EC152,MBMMB,0.593591,0.10071457141968,6.5780279960018,0.2853,0.19316376049547,6.9001919974107,0.0783305,0.21802541037572,7.0911000052001,V,0.477129,V,0.82,U
35877,35877|1999 JR75|2000 SM176,MBIMB,0.15825975,0.057804898428355,6.630263995612,0.29913725,0.13029771249335,6.9001919974107,0.46216675,0.16939327265881,7.117559997132,C,0.741983,Bk,0.28,U
115075,115075|2003 RA24|2002 JY143,MBIMB,0.9582735,0.15344487711146,7.1440920000896,-0.034560499999998,0.12109041693091,10.577880005585,-0.075643999999997,0.128182363312,18.605663997587,V,0.999824,V,1.00,U
109456,109456|2001 QU210|2003 AM67,MBMMB,0.376262,0.13960208362073,6.6336840006988,0.082729999999998,0.14520343310766,10.750175997382,0.113897,0.16770949384278,11.165760008153,V,0.421793,V,0.50,U
96802,96802|1999 RC134|2002 GB50,MBIMB,0.226603833333,0.1017523163026,5.5890475236811,0.7552095,0.18402632895797,6.7868280038238,0.114522,0.19738116343828,7.0284239994362,Ad,0.42693,Ad,0.68,U
106447,106447|2000 VA56|1981 EM44|2002 AG34,MBOMB,0.149529,0.074054892144649,6.6212640004233,0.6588439166665,0.090002868128951,10.220940001309,0.143252,0.09642977999787,10.473659997806,C,0.752956,Ad,0.57,U
105543,105543|2000 RW40|2001 XH22,MBOMB,0.2629875,0.054223016886282,6.5914920042269,0.355447,0.12214783507803,6.8734439928085,0.1664295,0.14466048185839,7.0083720039111,C,0.233689,Kl,0.38,U
35550,35550|1998 FD109|2000 QV120,MBOMB,0.2281025,0.053590503081237,6.5914920042269,0.528375,0.097420499626619,6.8734439928085,0.143445,0.10817472067794,7.0083720039111,C,0.550506,C,0.28,C
249881,249881|2001 QF271,MBMMB,0.2729295,0.073070852810818,6.632424001582,0.68048125,0.12515982948714,6.9519240036607,0.329621,0.15424213457682,7.0036199991591,Ds,0.646303,Ad,0.67,U
241977,241977|2002 JO46|1999 RA131,MBIMB,0.5121295,0.062191414540112,6.632424001582,-0.09476775,0.17397201430097,6.9536879961379,-0.4100885,0.2103880354268,7.0036199991591,V,0.971514,V,0.99,U
21467,21467|1998 HX93|1994 GP11|Rosenstein,MBIMB,0.5302315,0.057260030435178,6.9945840036962,-0.046743999999999,0.17913920875014,9.0765359939542,-0.3153605,0.1931668820185,7.0328880019952,V,0.957299,V,0.99,U
148438,148438|2000 XU24|2004 MP4,MBOMB,0.2086955,0.10628086581671,6.6523679962847,0.72737,0.22937150322675,5.8619160018861,0.593269,0.32255170802369,9.4514399988111,Ds,0.611901,Ad,0.59,U
115206,115206|2003 SD118|1998 FY105,MBIMB,0.4191675,0.23214261527399,7.6425840030424,0.897065,0.23349392256063,6.8170679931063,,,,Ad,0.737995,Ad,0.71,U
84444,84444|2002 TM238|2000 EL160,MBMMB,0.39671475,0.083477772066504,6.7412880028132,0.71760875,0.14187957223315,6.8354999972507,0.4096915,0.16160885407636,9.4313160027377,Ds,0.817513,Ad,0.82,U
213319,213319|2001 ST63|1223 T-2,MBMMB,0.27896575,0.07234580767743,7.1453519992065,0.3493845,0.14926319502162,11.53324799845,-0.071026999999997,0.20448576361877,8.0023319972679,S,0.270779,Kl,0.46,U
128295,128295|2003 WD111|1996 XD12,MBHilda,0.071003000000001,0.21026171524911,6.7412880028132,0.9658795,0.1610742987023,15.208523998735,0.414489,0.20619755775454,11.056788006099,Ad,0.439971,Ad,0.93,U
114903,114903|2003 QW25,MBIMB,0.349112,0.11920987430718,6.7297679989133,1.046544,0.1608555846985,8.0566315166652,0.319979,0.19716533200528,7.2641520027537,Ad,0.768462,Ad,0.97,U
110320,110320|2001 SD281,MBMMB,0.2787575,0.070958199480398,6.7270680097863,0.42856,0.13452858429438,6.928631993942,0.3062675,0.20643331796249,4.9726079986431,C,0.390041,Kl,0.23,U
49483,49483|1999 BP13|1977 FQ2,MBMMB,0.159981,0.026906535716253,6.7475160083268,0.4425725,0.03545383691859,9.3789359915536,0.1308725,0.037179641455372,11.868768007262,C,0.96682,C,0.64,C
109176,109176|2001 QE66,MBMMB,0.3859025,0.099307002570312,6.7475160083268,0.365137,0.26026953082958,7.959851998603,0.022731,0.28461582910346,6.1601039988454,S,0.451717,Ad,0.28,U
67941,67941|2000 WX143|1982 VM7|2002 KP1,MBIMB,0.2972095,0.025995497249524,6.7366079986095,0.4779395,0.043866125558339,6.9269760022871,0.153961,0.059703881737287,7.2720359999221,Xt,0.367526,Xt,0.46,Xt
30631,30631|6026 P-L|2000 KJ74,MBMMB,0.47388425,0.11512585307013,7.365383998258,0.4033555,0.3532842396973,8.0721359944437,,,,S,0.371582,Ad,0.27,U
107214,107214|2001 BG43,MBIMB,0.284612,0.12482354132234,6.714720010059,0.573538,0.26744750375962,8.1681479921099,-0.005256000000003,0.31480735745214,5.0027040077839,Ad,0.21153,Ad,0.43,U
308126,308126|2004 XV110|2001 YH145,MBIMB,0.26837275,0.11578880395519,7.7118480065838,0.5182975,0.32109596040475,7.8897600097116,0.072095999999998,0.34094182794173,6.047999993898,Ad,0.201265,Ad,0.37,U
308629,308629|2005 XD53|2010 JV5,MBOMB,0.141641,0.10373509992886,6.3835920032579,0.3981015,0.31365345614069,4.4681399920955,0.3766805,0.1587932896142,10.84877999383,C,0.4853,Ad,0.27,U
26533,26533|2000 CG108|1997 MT8|1998 QU69|Aldering,MBMMB,0.550144,0.066471073424837,6.8009400065057,0.702115,0.096613478060776,6.8327639973722,0.1832695,0.10230142027851,7.2458279994316,Ad,0.557354,Ad,0.98,Ad
61145,61145|2000 NX8,MBIMB,0.340697,0.03134397924642,4.5540720073041,0.4690495,0.048051075705961,6.8513759924099,0.21253,0.054378725665466,7.0387200044934,Ds,0.480649,Ds,0.67,Ds
3178,3178|1984 WA|1966 TM|1966 VB|1975 XS1|Yoshitsune,MBMMB,0.255522,0.010606386637305,6.6194639971945,0.455039,0.020050660918034,6.9402959989384,0.1902345,0.022747615715718,6.9977879966609,C,0.577492,C,0.51,C
174385,174385|2002 VR10|2004 DO11,MBMMB,0.4168265,0.12257790108539,7.2764999920037,0.2528865,0.36315725075957,8.2677240064368,-0.084910499999999,0.37328770499208,14.894603997236,V,0.37093,Ad,0.26,U
102438,102438|1999 TJ213,MBIMB,0.283262,0.088587228122907,7.1450639970135,1.013796,0.12612068275961,6.8739479966462,0.5306185,0.14512350962198,7.1629200072493,Ds,0.504102,Ad,0.98,U
146520,146520|2001 SM143|2003 FE28,MBMMB,0.37662275,0.084069522651271,8.9800199924503,0.8242245,0.27519393663651,8.1928800023161,0.3104285,0.28747729090878,9.0656640054658,Ad,0.444108,Ad,0.75,U
133342,133342|2003 SL106|1999 KQ12|2002 ER81,MBIMB,0.2536885,0.079877518628523,9.1229040012695,0.5026185,0.043595754518072,10.527480009478,0.1004825,0.047511462524848,11.067731995136,C,0.386321,Xt,0.29,U
14986,14986|1997 UJ3|1990 DW5,MBMMB,0.372497,0.015589884300405,7.1679240034427,0.44976,0.029482516675142,6.8343479989562,0.013995000000001,0.031580613463801,7.1482320001815,S,0.99898,S,0.98,S
49882,49882|1999 XO140|1998 ST117,MBMMB,0.423491,0.038347413386531,7.1453519992065,0.28051625,0.083459712958933,11.53324799845,-0.1039855,0.087961056829147,8.0023319972679,S,0.85043,S,0.83,S
213862,213862|2003 SL147,MBIMB,0.546068,0.047401938710352,7.1679240034427,0.5461525,0.080387619858409,6.8343479989562,0.2315505,0.090502536679919,7.1482320001815,S,0.662799,Ad,0.93,U
172878,172878|2005 EP175|1999 YR29|2006 LW1,MBIMB,0.38193,0.039004651918072,7.1679240034427,0.39141,0.073964317555832,10.388700000476,0.075193500000001,0.081987532971483,11.033891999396,S,0.891119,S,0.81,S
187293,187293|2005 TV121|1997 ET12,MBOMB,0.12201375,0.12928342643491,7.1453519992065,1.1251025,0.31834050425016,5.792292006081,0.3385025,0.33371458161167,8.279855994042,Ad,0.694098,Ad,0.73,U
353326,353326|2010 LR92,MBOMB,0.2807905,0.23380663964321,6.1324559978675,1.5003235,0.25295098356845,7.8897600097116,,,,Ad,0.994912,Ad,0.99,U
34816,34816|2001 ST113|1999 CZ91,MBMMB,0.56749,0.072333275845215,7.0561800012365,0.45252225,0.076935331938584,11.40274800011,-0.00911075,0.082646778942453,11.898144000443,S,0.955631,S,0.67,S
71510,71510|2000 CW49|1994 TC14,MBMMB,0.4418205,0.10438991361837,5.8824360009748,0.55414,0.09765536387086,8.7600599939469,0.086149000000002,0.23037203192336,7.1486280031968,S,0.575275,Ad,0.43,U
252061,252061|2000 SV81|2007 XT40,MBIMB,0.568091,0.088767209208975,7.3348919965792,0.2039405,0.24216636265644,9.4920480041765,-0.098519499999998,0.2660529532828,4.9015799921472,V,0.63519,V,0.89,U
86215,86215|1999 TY31,MBOMB,0.0981235,0.045480163305006,7.3348919965792,0.83453,0.075886890231449,7.2327600046992,,,,Ad,0.430219,Ad,0.99,Ad
250155,250155|2002 TT28|2006 SL5,MBMMB,0.252864,0.12664636269056,7.3516319983173,0.3988025,0.27026709912696,6.1126560042612,-0.0405905,0.28757501401417,8.3037239976693,C,0.222332,Kl,0.26,U
74668,74668|1999 RJ96,MBIMB,0.35945,0.044781054615763,7.3516319983173,0.4079765,0.094155964444638,7.2338400024455,0.065512500000001,0.10310143839322,7.182539999485,S,0.739582,S,0.52,S
65601,65601|3159 T-3|2001 US119,MBMMB,0.3346095,0.069525693935767,7.3348919965792,0.668217,0.12291289861625,7.2327600046992,0.2268105,0.13682432144999,7.1608679916244,Ds,0.590425,Ad,0.69,U
10592,10592|1996 PN5|1992 UR10,MBMMB,0.346012,0.013487292556329,7.3348919965792,0.4413525,0.02450548782926,7.2327600046992,0.102943,0.026868796600332,7.1608679916244,S,0.690063,S,0.67,S
119916,119916|2002 ER83,MBOMB,0.4258655,0.097059644227145,7.3348919965792,0.614611,0.15580479729295,7.2327600046992,0.551636,0.19698424700594,7.1608679916244,Ds,0.85626,Ad,0.72,U
103580,103580|2000 CF4|2002 TE46,MBMMB,0.2803755,0.091713579000059,7.3064880003221,0.774212,0.20809685435273,9.4785479956772,0.3429505,0.2180891956643,4.8522600042634,Ds,0.526243,Ad,0.71,U
9410,9410|1995 BJ1|1978 EH6|1990 HM7,MBOMB,0.27777425,0.018220226360422,6.6834720026236,0.55489825,0.039044263828058,8.352216000203,0.18170625,0.044467178071303,7.9638120078016,C,0.413264,Xt,0.55,U
16115,16115|1999 XH25|1982 YZ2|1989 AZ8|1998 OP14,MBOMB,0.247949,0.022479010926862,7.322579997126,0.5186815,0.044384251463779,7.2130320011638,0.24123,0.049629379174537,7.1285759971943,C,0.904463,C,0.69,C
173858,173858|2001 TA175|2004 FB64,MBMMB,0.4854635,0.076495052692969,7.0749359973706,0.8978845,0.18837152055927,6.0749279998709,0.79607,0.39323899514163,7.1502479945775,Ds,0.761685,Ad,0.96,U
214666,214666|2006 SM130,MBMMB,0.370206,0.062449737539481,7.322579997126,0.391393,0.13759875048306,7.2130320011638,0.093539,0.15057649456173,7.1285759971943,S,0.651758,S,0.42,U
145663,145663|6805 P-L|2002 XH96,MBMMB,0.347265,0.037678601805269,7.322579997126,0.367711,0.086357865550858,7.2130320011638,0.09768,0.094453917085264,7.1285759971943,S,0.71884,S,0.46,S
61431,61431|2000 QY17|1999 JR112,MBOMB,0.5423785,0.042536941127683,7.322579997126,0.066868499999998,0.11378123364267,7.2130320011638,-0.140082,0.12630182945725,7.1285759971943,V,0.964772,V,1.00,V
111912,111912|2002 FV39,MBIMB,0.561422,0.066550252967213,7.3058400058653,0.528174,0.11820044044757,7.2119520034175,-0.019282999999998,0.12528649225276,7.106903999811,S,0.805037,Ad,0.61,U
28940,28940|2000 UD1|1977 DE4|1993 FJ6,MBOMB,0.23488,0.046508446243666,7.2828719986137,0.422818,0.10356326947813,7.1983440045733,0.100946,0.11250395572157,7.0725600002334,C,0.309289,Kl,0.31,U
247177,247177|2001 CF18|1999 RT77,MBOMB,0.2215385,0.092518037810202,6.7775399959646,0.799785,0.19869807029259,7.9132680001203,0.4757435,0.2276613827118,6.070680009434,Ds,0.628185,Ad,0.73,U
39253,39253|2000 YH106|1999 NZ12,MBIMB,0.359154,0.025616945310917,7.2132120025344,0.438444,0.049087959001547,7.359587996034,0.0287515,0.052842700810992,10.244988006307,S,0.923697,S,0.86,S
363368,363368|2002 TJ52,MarsCrosser,0.27978225,0.056280099413558,7.0591680030338,0.55593725,0.12308595431801,6.9333119981457,0.022595,0.12877745677282,9.1127520077862,Kl,0.29422,Ad,0.25,U
20302,20302|1998 FW100|1999 QK2|Kevinwang,MBIMB,0.60730975,0.039041769283038,6.7775399959646,0.079704833333333,0.079998329280125,6.948432008503,-0.00524,0.088435074245963,7.1758440008853,V,0.998104,V,1.00,V
4183,4183|1959 LM|1986 VT7|1987 MB|Cuno,NEAApollo,0.3906075,0.083835970385629,6.7775399959646,0.533153,0.15776871436536,6.808104008669,0.217736,0.18070988710292,7.1758440008853,Ds,0.413219,Ad,0.47,U
174626,174626|2003 SN77,MBIMB,0.628488,0.098758272629751,6.7775399959646,0.19122,0.19236857425607,6.9848639925476,0.123064,0.20826210774887,12.478032005019,V,0.674241,V,0.95,U
168775,168775|2000 RD30,MBIMB,0.27196775,0.093246586007545,7.3635839950293,0.284236,0.15658071265485,11.190779999597,-0.255779,0.15582666711927,11.50034399936,Kl,0.291541,Kl,0.57,U
73257,73257|2002 JM44,MBIMB,0.448687,0.036166804759337,6.803928008303,0.9150965,0.049452627111712,6.1804799968377,0.20232025,0.1080310271201,12.439547994873,Ad,0.89844,Ad,1.00,Ad
10846,10846|1995 AW2|1978 EQ4|1986 SD1|1990 VY7,MBIMB,0.42771325,0.017299204286704,6.7740840010811,0.4904686666665,0.033166122056851,6.8901839945465,0.100994333333,0.040355155554567,8.2313755271025,S,0.987207,S,0.93,S
131826,131826|2002 AS101|2002 BQ6,MBIMB,0.446894,0.048127295371234,6.7740840010811,0.478088,0.085217718467171,6.8901839945465,0.055329999999998,0.092583340233273,7.104888005415,S,0.924326,S,0.79,S
50673,50673|2000 EQ107|2001 LV3,MBMMB,0.431017,0.020995014717785,7.2132120025344,0.365947,0.04350309401353,7.0006319973618,-0.076651500000001,0.055073107264344,7.1009999967646,S,0.999714,S,0.98,S
98474,98474|2000 UR97,MBIMB,0.2550905,0.073899236340777,6.7360680049751,0.54810725,0.12765795440527,7.0006319973618,0.088247,0.1420914945946,12.474792001303,C,0.291525,Ad,0.24,U
140246,140246|2001 SR252,MBMMB,0.187088,0.080825275478962,6.7360680049751,0.6414105,0.15499974803609,7.0006319973618,0.567924,0.19421321331207,7.1009999967646,Ds,0.609863,Ad,0.53,U
170205,170205|2003 OD31,MBIMB,0.4945135,0.062682484955927,6.7360680049751,0.230543,0.13464201836885,8.9964720024727,0.0561795,0.1437858543414,9.252251990838,S,0.501614,V,0.56,U
84438,84438|2002 TU233|1998 VD53,MBMMB,0.5227185,0.06462285773577,9.3321720021777,0.501612,0.087401599960681,7.1201159956399,0.120469,0.16173201660076,7.0584839978255,S,0.826434,Ad,0.46,U
100063,100063|1992 EY13|2000 CK95,MBMMB,0.2538035,0.086894963913336,6.7120199999772,0.4761845,0.17696034391566,7.1201159956399,0.058042999999998,0.19255589702409,7.0584839978255,Kl,0.249325,Kl,0.26,U
241802,241802|2001 QA259,MBMMB,0.29290033333333,0.071921573394219,7.2132120025344,0.9120305,0.14558760686654,8.9418599952478,0.4338035,0.16554658424708,12.399228002178,Ds,0.643597,Ad,0.92,U
143967,143967|2003 YR134|2002 TW170,MBMMB,0.32701433333333,0.094540224556359,31.497552000219,0.5932865,0.3532621572264,5.5888200073969,-0.1490525,0.35251282980553,12.426875992678,Ad,0.30009,Ad,0.46,U
46181,46181|2001 FM113,MBMMB,0.377349,0.02445718126645,8.1450000044424,0.411476,0.050094044860642,6.2953559914604,0.045057916666501,0.056035439982583,10.259952479973,S,0.972994,S,0.94,S
70694,70694|1999 US23|1977 XW,MBIMB,0.5837494166665,0.047827223192213,7.7099515171722,0.051534083333501,0.13954785774208,5.2423919993453,-0.1614366666665,0.14585716710893,13.591032489203,V,0.962997,V,1.00,U
114184,114184|2002 VW81|1997 KQ,MBMMB,0.280632,0.06282007694599,6.6650040086824,0.4693375,0.10053292931423,6.7593599937391,0.1247475,0.1071109311345,11.389716005651,C,0.236436,Xt,0.25,U
8126,8126|1966 BL|1987 SD24|1994 CA2|Chanwainam,MBMMB,0.1890305,0.008000634381098,7.8784919972531,0.242639,0.022972993301919,6.1251480050851,-0.006288333333333,0.069531825292451,11.389716005651,Bk,0.934715,Bk,0.98,Bk
34259,34259|2000 QS119,MBIMB,0.68474625,0.051490233043511,6.6650040086824,0.1383905,0.1232401953798,9.0302400081418,-0.025710499999999,0.12680912555787,10.249559999211,V,0.956851,V,1.00,V
4693,4693|1983 WH|1976 UC5|1988 JU1|Drummond,MBIMB,0.71569675,0.011891407835597,7.9760879965033,0.014971500000001,0.023117318787816,8.9964720024727,-0.0562405,0.025159803712966,10.274903993122,V,1.0,V,1.00,V
136229,136229|2003 WG112,MBIMB,0.598337,0.052053906207892,10.28005200089,0.1956935,0.056632313183376,14.542812000727,-0.023744499999999,0.059314681829207,14.874299999792,V,0.965462,V,1.00,V
8481,8481|1988 LH|1983 OQ|1987 DS4,MBOMB,0.19769533333333,0.060234407391966,7.5787199987099,0.349333,0.15224594018725,11.242008002009,0.064297833333333,0.17761970210552,9.1980359971058,Kl,0.324956,Kl,0.35,U
165196,165196|2000 RD19,MBIMB,0.267949,0.062010932433322,7.9760879965033,0.529483,0.11348813462869,6.7568400059827,0.058672000000001,0.11979787459091,10.274903993122,Kl,0.289803,Xt,0.21,U
112192,112192|2002 JR106,MBIMB,0.679428,0.26667545814341,7.1961839986034,-0.1428775,0.17637691806894,10.744127993239,,,,V,0.929995,V,0.98,U
52952,52952|1998 SU154|1986 WP7,MBMMB,0.2061375,0.11435463369383,7.5787199987099,0.7926095,0.25028655826922,8.151948004961,-0.0210735,0.25012121074241,9.1980359971058,Ad,0.44428,Ad,0.59,U
172425,172425|2003 OJ18|Taliajacobi,MarsCrosser,0.3809975,0.037032294625773,5.4687959945295,0.091601000000001,0.080572101291328,9.0302400081418,-0.1212645,0.082715512473478,10.249559999211,V,0.466884,V,0.79,V
23892,23892|1998 SH49|1990 UX3,MBMMB,0.383223,0.032289987457415,6.4553039940074,0.415868,0.058451333064354,8.0070480017457,-0.006045,0.061173176474661,10.283112003235,S,0.927457,S,0.92,S
10403,10403|1997 WU3|1982 FC2|1984 YE5|1992 BR3|Marcelgrun,MBIMB,0.382207,0.047923484942145,7.9612559988163,0.438236,0.062729385726508,13.723415995482,-0.006684,0.093576996250414,9.1980359971058,S,0.814479,S,0.76,S
39465,39465|1978 RW6|1998 EH18,MBIMB,0.8265295,0.03723382881534,7.069283996243,-0.076209500000001,0.082857043819461,7.1969400043599,-0.0293755,0.090759444409384,7.9966799961403,V,1.0,V,1.00,V
131810,131810|2002 AV86|2000 QR159,MBIMB,0.985856,0.23136384705967,6.5146680059843,1.555772,0.42114898275195,6.1431840062141,,,,Ad,0.985733,Ad,0.92,U
44682,44682|1999 RK197,MBIMB,0.730196,0.058237984211338,6.5247839991935,0.060921,0.12644969259354,7.5863520044368,0.234552,0.145117417845,8.0350560054649,V,0.972671,V,1.00,V
22892,22892|1999 SV16|1998 HX86,MBIMB,0.699025,0.069575011769672,6.5146680059843,0.17421225,0.079816548264596,7.9439399926923,0.401076,0.1427978105093,8.0328599992208,V,0.787623,V,1.00,V
130055,130055|1999 VY173,MBIMB,0.7977095,0.063717851772483,7.0485120057128,0.177575,0.12544450155447,7.2029159974772,0.233305,0.14398312009225,8.0084520019591,V,0.907383,V,1.00,V
51370,51370|2000 WS165|1989 TZ12,MBIMB,0.345217,0.079688636335427,6.5303279994987,0.380344,0.16135185168445,7.6335839973763,0.057020000000001,0.17358434654369,8.0504639970604,S,0.531473,S,0.29,U
11153,11153|1997 YB10|1987 SV19|1991 NC5,MBMMB,0.176864,0.053186980662564,6.5303279994987,0.430413,0.11533029309336,7.6335839973763,0.15385,0.12513682946679,8.0504639970604,C,0.62349,C,0.26,C
29113,29113|1981 EA34|1997 UN2,MBMMB,0.445455,0.078547146558612,7.0591680030338,0.3766365,0.15489274825988,7.2689759975765,0.2134985,0.17249472616503,7.9944840003736,S,0.650805,S,0.47,U
176863,176863|2002 TL295,MBMMB,0.4685535,0.024080462649989,7.468379996717,0.461295,0.059443631723676,5.9958360053133,0.109171,0.14931007668021,7.9944840003736,S,0.890073,S,0.79,S
97018,97018|1999 TB271,MBIMB,0.3135335,0.059909814984692,7.0591680030338,0.5091285,0.11508736280756,7.2689759975765,0.052868,0.12132609562353,7.9944840003736,S,0.374586,S,0.20,S
62376,62376|2000 SU153,MBOMB,0.337258125,0.024206213331691,7.7112547249999,0.33914375,0.051562755793153,7.995599998394,0.024529750000001,0.058007787338883,10.379573281389,S,0.836562,S,0.50,S
20984,20984|1981 EH33|1998 KQ60,MBOMB,0.2045115,0.079070914813856,7.1370719990227,0.1613165,0.21519700166998,8.0628479970619,-0.1703355,0.22891791686705,10.378943999531,Kl,0.396226,Kl,0.48,U
50468,50468|2000 DA69|1998 XF56,MBMMB,0.4106095,0.015555799791932,6.6677759983577,0.5059315,0.027081023416879,6.8120639969129,0.058375833333334,0.029942668453415,8.2867680047639,S,0.999073,S,0.98,S
20787,20787|2000 RZ71|1983 WF|1991 AQ4|Mitchfourman,MBIMB,0.614321,0.043651477795717,7.1370719990227,0.479867,0.072680642813269,8.0628479970619,0.041407500000002,0.078197658657405,10.378943999531,S,0.974189,Ad,0.51,U
12037,12037|1997 CT19|2426 T-3,MBIMB,0.3439605,0.044766855401066,7.703280004207,0.44704,0.089251062102924,7.9453799931798,0.1106105,0.097368232861134,10.399356008274,S,0.520975,S,0.36,S
16352,16352|1974 FF|1974 HM|1999 XX241,MBIMB,0.745163,0.036935286613887,7.703280004207,0.018288249999999,0.050198480155653,10.74293999467,0.03099475,0.055610514303165,11.726063999813,V,1.0,V,1.00,V
139696,139696|2001 QN220,MBMMB,0.363308,0.15357066228287,6.5818080038298,0.578213,0.2656267366155,7.9469999950379,0.473499,0.22492615327036,13.771296003833,Ds,0.529016,Ad,0.59,U
28466,28466|2000 AV243|1987 HF2|1988 RX1,MBMMB,0.263259,0.069361458089129,6.5603519976139,0.6115455,0.12367135240831,8.1138960085809,0.158184,0.13569245497171,13.775111990981,C,0.31139,Ad,0.44,U
11825,11825|1982 UW1|1976 SQ8|1988 VW3|1998 MW11,MBOMB,0.3948405,0.006021140553292,7.7192279999144,0.7105245,0.010065618100743,8.0458200036082,0.2143735,0.01065718559236,10.359792000381,Ds,0.997212,Ad,0.89,U
79852,79852|1998 XJ24|2002 YO16,MBMMB,0.395315,0.13559151690464,6.5603519976139,0.3470635,0.37987223880043,9.2084040027112,-0.154574,0.39152471973204,12.680603996851,S,0.287032,Ad,0.31,U
111854,111854|2002 EN65,MBIMB,0.5552325,0.068627279738089,11.720016006147,0.5441525,0.042223354503166,10.628244001418,0.1717465,0.05387180413955,10.002995997202,S,0.911322,Ad,0.79,U
66701,66701|1999 TN86|2001 DS45,MBIMB,0.431151,0.051747874833779,7.6977720041759,0.528383,0.089501970415811,7.9800119949505,0.047273500000001,0.096761132270402,10.363607998006,S,0.827252,S,0.58,S
10958,10958|6188 P-L|1992 ET13|1993 OV13|Mont Blanc,MBIMB,0.2085255,0.10535949760463,7.1370719990227,0.7261805,0.22654216801735,6.9597000000067,0.855302,0.29025540396735,11.482091996586,Ds,0.780751,Ad,0.64,U
142802,142802|2002 UG27|2005 JM153,MBMMB,0.3955255,0.18486546065382,7.6977720041759,0.800122,0.18510889208517,15.185267999768,0.6342135,0.21696966846371,7.634088001214,Ds,0.795259,Ad,0.85,U
59822,59822|1999 RK26,MBOMB,0.3835085,0.026007135395887,8.7332400097512,0.605647,0.044294617748661,8.7506639957428,0.1012265,0.04596039541279,7.8779880038928,Ds,0.455966,Ad,0.58,U
135657,135657|2002 LQ27,MBIMB,0.506029,0.090034182945979,8.7669359939173,0.4786275,0.17000835360872,8.6853600014001,,,,S,0.679239,S,0.42,U
151586,151586|2002 UK15,MBMMB,0.48569,0.10663364822958,8.7669359939173,0.612121,0.1820763157978,8.6853600014001,0.291504,0.19688164867313,7.8658200055361,Ds,0.47631,Ad,0.71,U
140983,140983|2001 WO8,MBMMB,0.485143,0.044077326002152,8.7669359939173,0.383241,0.086813154206319,8.6853600014001,0.096710999999999,0.091557497614887,7.8658200055361,S,0.934447,S,0.86,S
211185,211185|2002 JT114|2001 BR35,MBIMB,1.0482365,0.19706104030541,9.9660959991161,0.045871500000001,0.37841400435271,7.443504006369,-0.0967725,0.38882255252139,9.1076760005672,V,0.89415,V,0.99,U
108501,108501|2001 KG66,MBMMB,0.5162875,0.10503833113916,8.7128640012816,0.384014,0.26313968109067,11.278619997902,-0.13924,0.27097792156742,5.4237240075599,S,0.484626,V,0.48,U
