#MainDesig,ProbClass,ProbProb
298693,Ad,0.52
362748,Ad,0.69
398547,Kl,0.24
168663,Ad,0.32
116097,Ad,0.80
206618,Ad,0.55
233265,Ad,0.71
20423,Kl,0.98
138819,Ad,0.48
57454,V,1.00
356804,Ad,0.90
61687,Cgx,0.32
93260,Kl,0.57
57119,V,1.00
138408,S,0.29
9918,Bk,0.45
9721,D,0.70
57153,S,0.17
63657,Kl,0.42
36892,Bk,0.99
176722,Ad,1.00
1834,Cgx,0.72
47038,Ad,0.94
122581,Kl,0.69
162147,S,0.95
287955,Ad,0.82
169690,Ad,0.95
343996,Ad,0.81
73143,S,0.93
172185,S,0.84
243817,Kl,0.34
343896,Ad,0.91
162360,Bk,0.39
71057,S,0.64
81936,Ad,0.63
58443,Kl,0.50
52475,Kl,0.51
353393,Ad,0.36
131253,Ad,0.68
83830,C,0.43
44487,Kl,0.60
245176,V,1.00
132359,Ad,0.97
169939,S,0.43
1059,C,0.59
143246,Ad,0.48
97145,S,0.96
47963,S,0.49
200837,V,1.00
143655,C,0.44
63708,V,1.00
33047,Bk,0.92
98056,Kl,0.25
141248,Ad,0.89
236654,Ad,0.76
27709,S,0.97
63395,Ad,0.65
36392,D,0.64
287678,S,0.59
200690,V,0.99
136691,Kl,0.28
32720,D,0.24
56962,Kl,0.38
231979,Kl,0.41
178092,C,0.42
50632,S,0.64
140654,Kl,0.66
56653,V,1.00
108331,Ad,0.80
287791,Ad,0.20
54476,Ad,0.97
169742,Ad,0.57
201694,Ad,0.51
29976,D,0.66
138767,Kl,0.36
35388,S,0.99
31443,S,0.89
55857,Kl,0.44
61081,Kl,0.64
54488,Kl,0.61
52464,S,0.37
176441,V,0.59
138656,Ad,0.90
139677,Ad,0.56
451661,Ad,0.93
194443,S,0.87
74379,Kl,0.35
388657,V,0.56
153434,V,1.00
204781,Ad,0.26
234175,Kl,0.63
457445,Ad,0.59
107882,Ad,0.54
96671,V,1.00
53990,V,0.97
17208,S,0.60
173194,D,0.64
130972,V,1.00
234263,V,0.94
212561,Ad,0.35
208174,Ad,0.79
293932,Ad,0.57
164987,Ad,0.83
56946,Ad,0.31
22722,S,0.89
298600,Kl,0.48
44358,S,0.94
286151,Ad,0.66
71147,S,0.99
98832,Ad,0.36
73795,Ad,0.89
164687,Ad,0.99
172162,Bk,0.77
237520,Ad,0.48
76495,Ad,0.67
71199,Xt,0.58
159377,Ad,0.89
245088,C,0.20
160322,Ad,0.59
139633,S,0.42
445924,V,0.60
42298,Kl,0.71
235614,Bk,0.93
30637,Ad,0.37
122267,V,1.00
16500,S,0.98
47854,S,0.81
45290,S,0.76
2060,Bk,0.80
84076,Xt,0.31
158701,Ad,0.65
40804,C,0.76
289960,Ad,0.60
182777,Bk,0.19
103147,Bk,0.50
283980,V,0.88
144408,Kl,0.31
6701,S,0.38
286925,Ad,0.60
170702,S,0.33
297408,Bk,0.32
165053,Ad,0.54
117452,S,0.54
92498,Bk,0.56
129215,Ad,0.26
160025,Kl,0.41
83506,Ad,0.60
446475,V,0.51
13288,S,0.89
162346,D,0.28
8624,Bk,0.55
56621,S,0.62
22912,Kl,0.53
24725,Kl,0.81
282198,Ad,0.68
171991,Kl,0.40
103679,Ad,0.86
25037,D,0.73
89031,S,0.94
36122,V,1.00
174139,V,0.46
1249,S,0.99
198943,Ad,0.87
124816,Ad,0.59
2002 JS125,Ad,0.82
69935,Kl,0.94
169965,S,0.95
291389,V,1.00
345624,Ad,0.87
284443,Ad,0.98
35409,Cgx,0.35
27525,S,0.87
83133,Kl,0.62
72991,Ad,0.31
239168,Bk,0.21
16447,Cgx,0.48
30501,Xt,0.27
48720,Kl,0.48
45406,S,0.30
193774,V,0.83
14179,Xt,0.37
355359,Kl,0.28
93394,V,1.00
92489,Ad,0.61
103220,Ad,0.69
193797,V,1.00
354499,Ad,0.85
30604,Kl,0.41
56928,S,0.34
134859,S,0.45
34903,Xt,0.46
50218,S,0.54
19294,V,1.00
283794,Kl,0.34
93167,V,0.91
47632,Ad,0.74
62346,Ad,0.48
286891,S,0.29
96709,V,1.00
125541,Ad,0.72
44413,Kl,0.49
135260,Ad,0.91
100947,S,0.99
16232,Ad,0.78
299019,Ad,0.95
26478,S,0.73
172032,Ad,0.91
33628,V,1.00
196207,Ad,0.72
63696,Kl,0.36
200821,S,0.30
57308,Bk,0.36
202864,S,0.46
239364,Kl,0.31
293935,Ad,0.66
196906,Ad,0.67
203278,Ad,0.93
2013 EN41,Ad,0.34
96681,V,0.98
67826,V,0.75
209269,Kl,0.71
113063,S,0.29
245862,Ad,0.43
46961,S,0.88
238451,Kl,0.47
52122,C,0.53
176020,Ad,0.37
210999,Ad,0.81
292787,Ad,0.61
21536,S,0.94
200575,V,1.00
102499,C,0.47
36983,Ad,0.86
24411,S,0.99
31977,V,0.60
55831,S,0.25
167403,Kl,0.43
129926,C,0.28
75902,S,0.54
55452,Ad,0.44
73641,Ad,0.79
52343,Ad,0.89
13221,S,0.46
31740,C,0.38
105686,Ad,0.96
389718,V,0.58
299961,Xt,0.28
434991,Ad,0.86
130889,Kl,0.47
158676,Ad,0.40
7554,D,0.36
196216,Ad,0.82
111762,Ad,0.55
237604,Kl,0.43
95011,V,1.00
149428,Ad,0.36
56474,Ad,0.49
90219,Kl,0.31
192546,Ad,0.89
479939,V,0.39
35703,S,0.96
162836,Kl,0.29
76062,Ad,0.94
395365,Ad,0.68
221783,V,0.70
17843,D,0.52
96666,Ad,0.41
202100,Ad,0.88
70213,Kl,0.96
244942,Kl,0.24
59040,Kl,0.52
83565,Ad,0.78
73157,S,0.43
112967,Kl,0.48
76252,C,0.30
164742,Kl,0.26
51293,Bk,0.82
51357,Ad,0.32
52649,Ad,0.60
99011,Ad,0.54
172377,Kl,0.36
46056,S,0.54
1287,Cgx,0.66
89366,V,0.72
78325,S,0.60
94875,S,0.90
59336,V,0.98
169877,Kl,0.36
22002,D,0.57
113675,S,0.31
96393,Kl,0.25
94451,V,1.00
234029,Bk,0.33
68356,Ad,0.57
162674,Ad,0.50
1039,Xt,0.52
2006 TT61,Ad,0.44
355752,Ad,0.45
286912,Bk,0.22
122880,Ad,0.36
294469,Ad,0.75
297046,Ad,0.51
243182,Ad,0.54
28525,S,0.96
169875,Kl,0.35
81934,C,0.23
286904,Ad,0.27
54646,S,0.33
203413,Ad,0.47
121260,Ad,0.26
132891,V,0.37
172322,Kl,0.53
105391,C,0.22
30172,D,0.38
82869,D,0.72
164330,D,0.36
60585,S,0.39
48611,S,0.54
76183,Kl,0.75
20327,Bk,0.66
3585,Cgx,0.44
11669,Bk,0.48
31780,Kl,0.86
7011,Kl,0.55
17323,Kl,0.67
34720,S,0.48
103031,Kl,0.26
37291,D,0.41
131772,S,0.42
139983,S,0.37
14941,S,0.93
234152,S,0.45
32391,Kl,0.41
354560,Ad,0.73
245818,Ad,0.85
298725,Ad,0.63
351951,Ad,0.48
100117,Ad,0.49
53444,Ad,0.88
61757,V,0.92
446730,V,0.95
138388,Ad,0.62
44837,Kl,0.67
207757,Ad,0.75
97177,S,0.49
68754,V,0.23
38270,Ad,0.42
243813,V,0.98
75466,Ad,0.92
293736,Ad,0.61
285572,Ad,0.42
58484,Kl,0.30
133372,Ad,0.41
210512,Kl,0.34
160721,Ad,0.43
49136,S,0.94
23802,Xt,0.54
283836,Ad,0.95
292162,Ad,0.48
195036,Ad,0.85
20479,S,0.63
2011 LS14,Ad,0.82
52668,Ad,0.94
29646,Ad,0.80
33620,Kl,0.26
28933,Kl,0.35
32344,Ad,0.29
141249,Ad,0.81
81958,Kl,0.63
59169,S,0.92
56842,S,0.54
34678,Kl,0.66
206662,Ad,0.50
46505,Kl,0.58
98924,S,0.91
404828,Ad,0.50
163327,S,0.50
60791,Xt,0.38
211846,Ad,0.65
350113,Ad,0.34
46574,Ad,0.69
98355,V,1.00
70537,S,0.53
133712,Ad,0.26
206923,Kl,0.83
23782,Xt,0.40
138572,Bk,0.46
59233,S,0.92
53419,Ad,0.46
59411,S,0.98
98973,Ad,0.58
206400,Ad,0.51
297383,S,0.42
301162,Ad,0.94
79473,Kl,0.42
29384,V,1.00
44824,Kl,0.37
283191,Ad,0.32
117707,S,0.79
93059,Bk,0.26
103338,Ad,0.72
238437,Ad,0.36
94545,S,0.43
139724,S,0.32
44387,S,0.45
288637,Ad,0.58
113852,Ad,0.36
101115,Ad,0.57
85590,Ad,0.51
169746,Ad,0.94
292175,Ad,0.96
84572,S,0.37
748,D,0.87
234025,S,0.52
285084,Ad,0.62
6688,Cgx,0.61
34331,Ad,0.50
61582,Kl,0.41
52093,Ad,0.36
59188,S,0.94
131613,S,0.51
246114,Ad,0.83
145404,C,0.30
239051,Ad,0.67
205303,Kl,0.44
156003,Ad,0.24
68042,C,0.68
14613,S,1.00
298623,S,0.74
193926,Ad,0.93
18624,Ad,1.00
309211,Ad,0.74
138622,Ad,0.27
20190,Ad,0.40
89416,S,0.41
293658,Ad,0.96
62084,Bk,0.86
115088,Ad,0.34
307159,Ad,0.45
204682,Kl,0.25
161741,Ad,0.73
44827,S,0.96
151103,Ad,0.80
61451,C,0.88
103482,Ad,0.74
49404,Kl,0.94
60478,Kl,0.28
37503,C,0.36
213189,Ad,0.59
76211,Ad,0.25
19382,Cgx,0.40
237914,Kl,0.28
67459,Kl,0.40
157968,Ad,0.96
285632,Ad,0.32
91304,Ad,0.81
128672,Ad,0.71
79111,S,0.47
105290,Kl,0.46
146110,Cgx,0.31
91027,Ad,0.40
285686,V,0.61
139896,Kl,0.21
1200,Kl,0.73
122634,Ad,0.91
140909,Kl,0.31
172269,Ad,0.94
396,Cgx,0.39
22209,Ad,0.30
51683,Kl,0.53
53738,Ad,0.31
3536,V,1.00
297409,Ad,0.80
167238,Ad,0.78
92635,V,1.00
130035,V,0.79
173956,Ad,0.62
44594,Ad,0.43
288638,S,0.28
129145,Ad,0.35
23437,S,0.74
131862,Ad,0.47
66259,Ad,0.41
52732,Ad,0.35
15671,Ad,0.46
138602,Ad,0.27
13734,Ad,0.69
209221,Ad,0.97
79113,Ad,0.74
299491,Ad,0.55
284433,Ad,0.57
49465,Ad,0.88
30324,Kl,0.36
246187,Kl,0.33
167415,Ad,0.34
140146,V,0.92
58251,S,0.90
94387,S,0.60
103873,S,0.33
34686,S,1.00
49342,Kl,0.41
99402,V,0.74
31109,S,0.40
88325,V,0.55
70520,Ad,0.54
43767,S,0.43
76596,S,0.42
185906,Ad,0.31
133568,V,0.90
295336,Ad,0.81
103202,Ad,0.20
297449,V,0.77
99055,Ad,0.44
164974,S,0.71
389680,Ad,0.60
92815,Ad,0.74
49402,Xt,0.35
37087,Cgx,0.27
154792,Ad,0.44
200366,S,0.50
32843,D,0.62
56667,S,0.88
235021,Ad,0.86
30738,S,0.52
33430,S,0.86
39917,V,0.96
51133,Ad,0.66
3675,S,0.61
42308,S,0.47
56441,V,1.00
293968,Ad,0.85
122212,V,0.39
34015,S,0.35
61769,Ad,0.79
127881,Xt,0.20
45799,S,0.91
68554,Kl,0.54
46719,Ad,0.86
285657,Ad,0.42
35759,Cgx,0.33
163843,Ad,0.89
7880,C,0.76
92753,V,0.54
31037,Ad,0.79
161387,Kl,0.40
133131,V,0.97
56862,Ad,1.00
82022,Kl,0.27
1014,Kl,0.48
359637,Ad,0.50
8676,Ad,0.66
19226,D,0.86
61215,C,0.42
135102,Xt,0.42
14845,D,0.60
234024,Ad,0.36
18135,C,0.63
52919,Xt,0.29
16686,Kl,0.45
78521,Ad,0.21
94413,V,1.00
245555,Ad,0.78
171472,V,1.00
172178,Ad,0.85
155789,Kl,0.26
215298,Ad,0.98
206094,Ad,0.98
25482,Kl,0.65
101321,C,0.26
63520,S,0.41
288634,Kl,0.32
162704,V,0.35
56789,S,0.44
114828,V,1.00
164885,Ad,0.54
77250,Ad,0.34
15211,V,0.65
159412,Ad,0.31
138769,Ad,0.70
170669,Ad,0.86
121051,Ad,0.80
4429,S,0.95
65399,Ad,0.93
144629,Ad,0.84
210672,Kl,0.26
118271,Ad,0.41
288823,Ad,0.51
16571,Kl,0.40
285614,Ad,0.91
148351,Kl,0.52
8358,S,0.52
16220,S,0.86
205331,Ad,0.65
102356,Ad,0.38
13665,S,0.49
83531,S,0.20
110627,Ad,0.55
26507,Xt,0.25
143678,Ad,0.91
69288,C,0.49
174999,Ad,0.60
83372,Ad,0.48
102524,S,0.76
44329,S,0.88
70797,Ad,0.56
38198,S,0.99
30870,Kl,0.30
103330,V,1.00
70861,V,0.23
7686,S,0.99
100132,Kl,0.32
203537,V,0.99
37130,S,0.94
102209,Ad,0.91
62098,C,0.28
56681,V,0.91
4927,S,0.71
58088,V,0.64
103340,S,0.67
298947,Ad,0.95
343161,Ad,0.94
92703,C,0.39
206435,Ad,0.91
92642,S,0.55
31819,Ad,0.89
18933,D,0.81
150050,Ad,0.75
114639,Ad,0.48
285738,Ad,0.95
212194,Ad,0.29
58428,Ad,0.86
306230,Ad,0.29
62880,Ad,0.94
200614,Ad,0.53
98018,S,0.52
356526,V,0.99
145579,Kl,0.54
359639,Ad,0.67
192525,Kl,0.73
4847,S,0.85
93055,Xt,0.40
243761,S,0.50
89723,Kl,0.45
58449,D,0.52
235729,Kl,0.38
131919,Ad,0.41
56519,S,0.96
79663,C,0.59
5465,S,0.58
42325,Ad,0.54
96434,Ad,0.92
8183,S,1.00
200443,S,0.84
32611,Ad,0.46
169928,S,0.62
83311,S,0.35
31599,Ad,0.52
14321,Kl,0.96
83327,Kl,0.25
243624,Kl,0.27
83576,Ad,0.82
36855,S,0.50
321253,Ad,0.77
210754,Ad,0.39
23865,Kl,0.93
32316,Kl,0.28
48399,Ad,0.67
96687,Ad,0.35
33465,S,0.33
100134,Ad,0.69
297012,V,0.71
25309,S,0.75
98146,Ad,0.89
154319,Ad,0.69
7884,S,0.98
26773,Ad,0.26
76497,Ad,0.53
24966,Ad,0.61
296092,C,0.23
158053,Ad,0.49
34953,Ad,0.46
37730,V,1.00
30470,C,0.88
49738,Ad,0.38
35752,Ad,0.37
47701,Kl,0.49
84965,Xt,0.28
21140,S,0.89
205563,Ad,0.78
17315,Bk,0.98
98394,V,1.00
71169,S,0.38
7768,S,0.99
144690,Ad,0.93
75866,Ad,0.94
205032,V,0.50
166436,Ad,0.76
194121,V,1.00
65640,S,0.68
1803,S,1.00
95024,V,0.88
202061,V,0.85
73441,Ad,0.72
110528,Ad,0.58
105803,Ad,0.29
234829,S,0.44
163354,Ad,0.31
78297,Ad,0.40
93001,V,0.98
3471,C,0.78
34928,S,0.53
287250,Ad,0.88
71241,Kl,0.65
203510,V,1.00
1979,V,1.00
167225,Kl,0.26
8859,S,0.99
94969,V,1.00
284575,Ad,0.85
5894,Ad,0.66
58911,Ad,0.81
43452,Ad,0.34
42888,Kl,0.72
92519,S,0.47
54650,C,0.34
97912,V,0.83
91289,V,0.97
291327,Ad,0.90
73491,S,0.54
24944,V,0.68
21546,S,0.99
295780,Ad,0.49
122263,S,0.35
51672,Ad,1.00
198916,V,0.95
160632,Ad,0.26
64492,S,0.25
135125,Ad,0.66
166479,S,0.20
50879,Kl,0.41
169795,Ad,0.59
184988,Ad,0.87
207652,Ad,0.89
14189,Xt,0.47
100138,Ad,0.54
41557,V,0.99
38648,Ad,0.46
2274,S,0.93
59114,Ad,0.85
36417,S,0.57
83507,Ad,0.96
8978,Ad,0.74
138664,Ad,0.77
163916,Kl,0.28
76209,S,0.53
139552,V,0.85
41433,V,1.00
67609,Ad,0.69
1268,D,0.67
18446,Ad,0.49
125738,Ad,0.29
98141,Ad,0.85
178393,Bk,0.55
38815,S,0.37
160235,Ad,0.82
241650,Ad,0.65
607,Cgx,0.70
193562,Ad,0.61
58238,Ad,0.77
19529,S,0.93
77886,Kl,0.93
194604,Ad,0.81
161668,Kl,0.51
28382,S,0.83
246224,Ad,0.88
55746,S,0.99
240288,Ad,0.61
69898,S,0.42
166706,Ad,0.66
125612,Ad,0.26
22855,S,0.58
133329,Ad,0.45
70734,Ad,0.75
21345,Kl,0.39
45034,Ad,0.31
99795,S,0.99
333351,Ad,0.92
190581,Ad,0.73
235279,Kl,0.41
193590,Ad,0.27
2002 TA182,Ad,0.34
391850,Ad,0.58
96010,Ad,0.55
93949,Kl,0.24
55483,V,0.44
205069,Ad,0.47
204134,Ad,0.68
127512,Ad,0.65
38795,D,0.37
30077,Kl,0.91
126335,S,0.50
50950,Kl,0.25
5682,S,0.82
135221,D,0.52
306040,C,0.30
108143,S,0.80
68634,Kl,0.38
104429,V,0.44
69271,S,0.97
95191,Ad,0.93
21906,S,0.55
115517,Ad,0.55
99961,Kl,0.43
195942,Ad,0.76
92388,V,1.00
37453,S,0.56
65643,Ad,0.53
82703,S,0.31
74214,D,0.45
90330,V,1.00
74525,Kl,0.37
96392,S,0.60
38989,Ad,0.76
238383,Ad,0.55
66960,Ad,0.72
122379,Kl,0.35
124573,Ad,0.60
110121,Ad,0.57
81173,Ad,0.35
10095,Kl,0.82
3013,Cgx,0.50
63162,S,0.31
25573,V,0.51
67512,Kl,0.33
249400,Kl,0.25
104419,Kl,0.35
5657,S,0.97
23529,Ad,0.30
98884,S,0.53
4837,C,0.86
78242,C,0.23
243359,Ad,0.95
144317,Ad,0.52
45245,Kl,0.77
49658,S,0.72
65639,S,0.59
108777,V,0.87
40048,Xt,0.40
23602,Xt,0.27
89270,V,1.00
25730,S,0.67
31359,Kl,0.49
235264,Ad,0.91
162984,Ad,0.36
45792,V,1.00
207584,Ad,0.57
55449,S,0.73
56811,Bk,0.84
79135,Kl,0.34
108660,Kl,0.61
416508,Ad,0.82
20517,Kl,0.36
28892,Bk,0.38
23301,D,0.47
54390,S,0.52
32375,Kl,0.33
49428,Ad,0.94
20224,Kl,0.23
121176,V,0.44
76320,Ad,0.38
42724,S,0.90
95898,V,0.98
232564,Ad,0.65
47069,Ad,0.56
190881,Ad,0.83
64428,C,0.29
61205,Kl,0.48
71494,S,0.87
57238,V,0.95
15678,V,1.00
94084,Ad,0.44
92577,V,1.00
61224,Xt,0.32
129012,V,1.00
113820,Ad,0.68
82003,Ad,0.85
36717,S,0.35
1959,V,1.00
110153,Ad,0.75
15173,V,0.63
50889,Ad,0.68
10144,S,0.76
163053,Ad,0.44
58176,Ad,0.48
7900,S,0.96
35374,V,0.99
19544,S,0.99
22933,V,0.54
69711,S,0.39
9258,S,0.82
94412,S,0.49
55203,Ad,0.74
102,Cgx,0.46
65381,Ad,0.78
240322,V,0.89
9647,S,0.35
5427,Cgx,0.55
28375,Cgx,0.37
121779,Ad,0.57
104497,S,0.50
132348,S,0.41
191099,Xt,0.35
47909,S,0.98
39297,S,0.80
92775,S,0.41
64391,S,0.37
20443,C,0.26
62374,Ad,0.33
9707,Kl,0.26
49057,Kl,0.46
55057,Ad,0.27
45604,S,0.35
51218,Kl,0.36
66548,Ad,0.94
239288,Ad,0.51
139559,Kl,0.44
47671,S,0.72
24458,S,0.47
63131,S,0.94
24777,S,0.99
108487,S,0.98
174064,Ad,0.29
63003,V,0.41
88090,Ad,0.58
113686,S,0.23
245561,Kl,0.27
5700,D,0.71
291095,V,0.89
161544,S,0.54
18105,C,0.91
10276,Kl,0.86
17393,Ad,0.95
58710,Ad,0.87
177074,Ad,0.92
203115,Ad,0.99
162296,Ad,0.50
33048,D,0.49
117117,V,0.63
292501,Ad,1.00
96675,Ad,0.28
117920,Kl,0.37
64043,Ad,0.51
109203,S,0.48
21662,S,0.74
85744,S,0.44
55869,V,1.00
98745,V,1.00
172967,Ad,0.68
51976,S,0.68
212941,Kl,0.40
104636,Ad,0.77
67716,S,0.68
54216,Kl,0.43
63906,Ad,0.62
297507,Ad,0.85
21130,V,0.88
99102,Ad,0.68
30643,Kl,0.77
2452,Ad,1.00
56590,Ad,0.34
60690,S,0.38
30871,Kl,0.27
6542,C,0.60
206100,Ad,0.97
24897,S,0.79
73028,Ad,0.95
30299,Cgx,0.29
294234,Ad,0.97
27999,Kl,0.89
96702,Ad,0.39
81964,Ad,0.36
16419,S,0.69
35389,S,0.98
206514,S,0.65
63673,V,1.00
4108,S,0.67
313477,Kl,0.37
1848,D,0.60
26024,S,0.75
21609,S,1.00
181817,C,0.26
15474,S,0.81
22929,Ad,1.00
54620,Kl,0.24
65807,Ad,0.91
23555,V,0.75
14705,Xt,0.47
37887,Ad,0.48
17474,S,0.60
38813,Ad,0.63
68780,Ad,0.77
5511,D,0.83
4656,Kl,0.68
75955,S,0.73
175991,Ad,0.55
26442,Xt,0.25
105232,Kl,0.29
22295,Ad,0.38
60770,Kl,0.59
12664,C,0.61
47709,S,0.31
52703,Ad,0.67
4821,D,0.46
21604,Kl,0.44
17564,S,0.98
91260,Ad,0.43
98294,S,0.52
11717,C,0.34
18077,S,0.96
130500,S,0.61
10488,S,0.99
46950,S,0.99
105778,Ad,0.60
7432,Xt,0.53
126458,Ad,0.93
58403,Bk,0.64
32699,Ad,0.29
117929,Ad,0.88
29358,Ad,0.41
132431,V,0.67
194035,Ad,0.67
212969,Ad,0.87
212772,Ad,0.28
289501,Ad,0.58
140895,Ad,0.66
10963,Kl,0.39
77087,Ad,0.48
61845,Ad,0.72
94923,Kl,0.47
33307,Kl,0.29
242084,Ad,0.31
81067,Ad,0.60
105263,Ad,0.86
44283,S,0.99
52828,Ad,0.57
163893,Ad,0.63
139917,Ad,0.78
33282,S,0.75
95925,Ad,0.83
173909,Ad,0.82
103928,Kl,0.28
132133,Ad,0.97
288750,Ad,0.46
74235,Ad,0.79
122010,Kl,0.25
4385,C,0.73
31660,Ad,0.39
306215,Ad,0.99
35762,Ad,0.74
57245,Ad,0.56
45486,Kl,0.49
24739,Ad,0.75
52699,D,0.46
32167,S,0.87
59325,Xt,0.37
88410,S,0.98
243827,Ad,0.90
91263,S,0.38
124942,Ad,0.67
73125,Ad,0.36
68656,S,0.40
150554,Ad,0.77
59390,Ad,0.38
102811,Ad,0.57
91274,Ad,0.52
306229,Ad,0.91
23736,S,0.96
28255,S,0.62
98007,Ad,0.49
5269,S,0.98
106313,Ad,0.94
84999,Kl,0.24
140375,Ad,0.67
8976,D,0.47
5045,C,0.98
86869,Kl,0.28
173976,Kl,0.35
15283,S,1.00
207643,Ad,0.74
140240,V,0.87
17924,S,0.94
164122,S,0.86
55710,V,0.89
8202,Kl,0.59
94516,Ad,0.42
120798,Ad,1.00
96777,Ad,0.59
200576,C,0.35
25556,Kl,0.77
52692,D,0.37
68759,V,1.00
133997,V,0.67
292445,Ad,0.88
27186,S,0.79
39021,Ad,0.79
11037,Ad,1.00
81992,Kl,0.39
65754,V,0.72
12033,Kl,0.39
66684,S,0.69
29727,S,0.99
64458,V,1.00
161303,Ad,0.51
31025,S,0.66
117961,Ad,0.94
282515,Ad,0.67
31016,Kl,0.21
135256,Ad,0.43
102208,Ad,0.49
73780,S,0.44
46082,V,0.90
53497,Ad,0.34
21677,Kl,0.52
164970,Kl,0.39
38714,Kl,0.39
25533,Ad,0.47
17053,S,0.33
105696,Ad,0.90
213868,Ad,0.29
165403,Ad,0.46
116276,Ad,0.97
49346,Kl,0.73
139933,Ad,0.43
213157,Ad,0.73
170590,Kl,0.35
42276,Kl,0.24
160650,Ad,0.85
318178,Kl,0.24
69280,S,0.99
207746,Kl,0.25
200440,Ad,0.88
28226,Kl,0.47
241282,Ad,0.52
73711,S,0.45
81438,Kl,0.27
105939,D,0.39
165572,Ad,0.84
174057,Ad,0.55
64179,Ad,0.18
162758,Kl,0.31
37199,Ad,0.64
54957,S,0.78
8489,Kl,0.39
298288,Ad,0.54
4325,Kl,0.97
75665,Ad,0.50
141239,Kl,0.29
131880,Ad,0.43
105940,Bk,0.39
105774,Ad,0.61
86725,Ad,0.27
62000,Kl,0.40
79938,S,0.71
130834,Ad,0.57
40521,V,1.00
298144,Ad,0.58
31061,Ad,0.36
83091,Ad,0.70
9785,S,0.98
35905,V,1.00
303266,Ad,0.97
6203,D,0.50
17475,Kl,0.41
58552,V,0.78
100900,Ad,0.59
16297,S,0.78
26231,Ad,0.93
175564,Ad,0.67
105384,Ad,0.90
28339,Kl,0.44
15565,D,0.23
16247,Kl,0.29
154363,Kl,0.22
34392,S,0.88
1501,S,0.99
61062,S,0.34
5200,Kl,0.38
64367,Ad,0.84
53263,C,0.44
4752,C,0.42
17613,S,1.00
113582,Ad,0.39
76625,V,0.50
237480,Ad,0.26
134348,Kl,0.54
12680,S,0.87
9495,V,1.00
8552,Kl,0.41
65182,S,0.73
301760,Ad,0.85
12950,Ad,0.26
181067,Ad,0.39
4549,D,0.64
5198,C,0.49
23853,Ad,0.30
244466,Ad,0.62
15641,Ad,0.42
16614,Ad,0.52
69917,Bk,0.50
10818,Kl,0.71
8860,S,0.99
119047,Ad,0.18
41567,Xt,0.31
18723,C,0.84
94391,Ad,0.48
9393,Bk,0.59
236548,Ad,0.83
8242,Bk,0.37
74172,Ad,0.77
47537,Ad,0.91
82990,S,0.44
130450,S,0.46
93062,Kl,0.42
28122,Kl,0.37
289116,Kl,0.38
36755,V,0.48
72683,Ad,0.59
2344,Cgx,0.48
27041,S,0.94
35760,S,0.94
158154,D,0.39
120114,Ad,1.00
84912,Ad,0.47
65566,Xt,0.36
193119,V,1.00
244204,Ad,0.69
112537,V,0.42
4907,Xt,0.50
51483,Ad,0.53
62242,Ad,0.62
13931,Kl,0.64
138553,Kl,0.30
104364,C,0.41
96683,Ad,0.73
205289,Bk,0.27
96696,V,0.31
232420,Ad,0.85
366255,Ad,0.99
208102,Ad,0.66
234094,Ad,0.45
160215,Kl,0.29
19794,S,0.99
38673,S,0.35
17533,Ad,0.75
90748,S,0.44
78469,Ad,0.88
76190,S,0.46
10489,Cgx,0.54
124776,S,0.56
48723,S,0.46
49330,Ad,0.92
246707,Ad,0.94
116926,Kl,0.40
124201,Ad,0.66
86927,D,0.25
142769,Ad,0.50
208925,Ad,0.45
105369,S,0.44
83598,Ad,0.19
259425,Ad,0.50
37060,S,0.26
51208,Kl,0.54
200618,Ad,0.68
61372,Ad,0.39
237409,Kl,0.37
102579,Ad,0.67
6106,Kl,0.35
205228,Ad,0.28
57255,Bk,0.45
203366,Ad,0.36
6996,D,0.56
6627,S,1.00
49363,D,0.65
26038,S,0.68
47021,S,0.77
107095,Kl,0.40
100165,Ad,0.28
12777,S,0.98
31844,S,0.53
17960,S,0.80
38702,S,0.93
31132,V,1.00
114976,Xt,0.35
102862,S,0.46
105963,Ad,0.35
132000,Ad,0.88
355345,V,0.33
123000,Ad,0.78
192364,S,0.77
7208,Kl,0.45
60981,Kl,0.29
103331,Ad,0.37
79591,Ad,0.67
34393,C,0.26
50705,V,0.76
5241,S,0.51
129079,S,0.48
24066,S,0.70
28389,Ad,0.93
30085,S,0.58
31531,S,0.47
26769,Kl,0.68
138600,Ad,0.45
39319,Ad,0.90
125201,Ad,0.82
16482,Kl,0.57
39246,Ad,0.66
112367,Ad,0.64
28917,S,0.43
7417,Ad,0.54
187456,Ad,0.73
94358,Kl,0.28
208209,S,0.31
353556,Ad,0.93
131976,V,1.00
69694,Ad,0.67
70022,Kl,0.62
91433,Kl,0.46
272537,Ad,0.86
198696,Ad,0.41
93885,S,0.36
249221,Ad,0.42
34790,Kl,0.40
172315,Ad,0.55
300947,Ad,0.81
33278,C,0.96
106043,Ad,0.29
171593,V,0.89
51434,Kl,0.40
32740,Ad,0.79
61317,S,0.59
182289,V,0.98
54127,Ad,0.49
43163,Ad,0.99
254283,Ad,0.33
86225,Kl,0.76
89140,S,0.86
254336,D,0.25
314822,Ad,0.78
69182,V,0.98
188517,Xt,0.30
146527,Ad,0.49
292722,Kl,0.39
28998,S,0.83
92012,Kl,0.50
146508,Ad,0.68
18072,S,1.00
5776,D,0.78
102502,Ad,0.65
51121,S,0.84
111988,Ad,0.55
