MainDesig,TaxClass,MCProb
268812,S,0.671536
67433,Ad,0.870077
128611,S,0.624881
77264,S,0.855872
234912,Ad,0.617011
22486,S,0.677159
2595,C,0.999626
121580,S,0.583103
223997,Ad,1.0
79101,Ad,0.275582
118300,V,0.900308
3424,S,1.0
87640,Ds,0.440044
120833,V,0.579212
63522,Kl,0.444117
157689,S,0.758749
22535,S,0.999999
104374,Ad,0.692891
163673,S,0.421241
25528,Kl,0.336966
320855,S,0.573132
125946,Ad,0.628548
113301,C,0.396945
277639,Ad,0.594526
232339,Ad,0.872178
106940,S,0.682349
347338,C,0.744617
66886,S,0.994472
50133,Ad,0.61629
79772,S,0.997404
73285,S,0.786306
196535,Ds,0.345849
103386,Ad,0.520617
77863,Ad,0.351988
109556,S,0.445018
235198,Ad,0.742782
70866,Ad,0.788819
13729,S,0.308546
295617,V,0.498782
85717,Bk,0.362842
7475,Ds,0.675585
20987,S,0.999997
60160,S,0.998925
129054,S,0.413635
26340,Kl,0.514613
133659,Ad,0.601623
115921,Ds,0.390428
2008 SX93,S,0.505636
32683,Ad,0.685169
228313,S,0.494643
158577,Ds,0.379044
10110,S,0.933629
33442,S,0.804909
62061,V,0.737901
48604,Ds,0.344838
46182,Ds,0.568069
267835,S,0.423375
8409,S,0.999997
60259,S,0.534558
11891,S,0.992782
9948,S,0.753574
143755,V,0.517078
189749,C,0.398211
23639,S,0.999292
104752,C,0.279411
39588,S,0.5115
228166,Ad,0.305948
82748,S,0.630894
97290,Ds,0.621607
130365,Ds,0.363531
13226,Kl,0.370596
87266,Ad,0.415357
118859,Ds,0.531762
33179,S,0.927847
147075,S,0.355302
88802,Ad,0.328253
102659,S,0.679568
15285,Bk,0.56049
82342,Ds,0.506145
87408,S,0.752753
295001,Kl,0.44974
23136,Bk,0.964537
8796,S,0.554484
144314,C,0.202013
185995,S,0.68758
123026,S,0.647987
265547,Ad,0.821999
15947,Kl,0.556368
52270,V,0.865646
47350,S,0.666377
158087,Ds,0.318659
165700,Ad,0.345813
86711,Ad,0.629602
20065,S,0.821942
19464,Ad,0.73275
31918,Kl,0.558168
124310,Ds,0.369919
68831,S,0.75256
244501,Ad,0.793967
55185,Bk,0.479095
27945,S,0.996588
54591,S,0.693687
80461,S,0.488823
126970,Ad,0.548524
21630,S,0.816703
148490,Ad,0.523246
4136,Cgx,0.513823
24078,V,0.765217
145887,V,0.974584
195198,Ad,0.610811
34365,S,0.648866
28501,Ad,0.845148
281755,Ad,0.879526
107241,C,0.325786
67188,Ad,0.897212
122844,Ds,0.354795
335143,S,0.494108
109907,Ad,0.722669
107984,Ds,0.520682
120095,S,0.634376
318653,S,0.659826
125547,C,0.444085
66687,S,0.799441
155946,S,0.999392
82768,C,0.600181
59659,C,0.494164
91005,S,0.579154
35912,Ds,0.498258
270108,Ad,0.910293
189736,Ad,0.63835
1229,C,0.995207
21146,S,0.617712
50035,V,1.0
91532,S,0.967664
32363,S,0.989385
28093,Kl,0.571279
336866,Kl,0.390498
97550,Ad,0.965053
152765,Ds,0.414457
13765,S,0.692444
243402,V,0.433329
276701,Ad,0.999915
20195,S,0.63475
47858,S,0.680786
122395,Ad,0.463511
35057,V,0.998159
4799,S,0.810333
47523,C,0.759149
28289,C,0.319148
36106,S,0.99903
113807,Ad,0.899486
267748,Ad,0.931546
52236,Ad,0.435599
201601,S,0.483323
229355,Kl,0.674899
104556,S,0.369205
163549,C,0.481028
136398,Ad,0.867625
101367,Kl,0.453679
116333,Ad,0.609732
192004,C,0.650332
2513,S,1.0
55863,S,0.576591
128181,Ad,0.843046
137203,Ds,0.364029
87464,S,0.512013
80643,V,0.854133
126826,V,0.5336
8477,S,0.932451
46703,C,0.424605
151246,S,0.515658
128559,Ad,0.757449
344567,Ad,0.502225
88371,V,0.834545
123778,Ad,0.750761
207641,Ad,0.570917
31982,C,0.403836
12824,S,0.998126
291764,S,0.449334
129224,C,0.342898
230414,Ad,0.41613
77649,Ds,0.456511
80725,C,0.342501
2271,Kl,0.748659
33154,S,0.747186
45931,S,0.907833
69059,V,0.683819
79153,Ad,0.517509
87724,S,0.999982
45612,V,0.586216
13889,S,0.903636
123450,S,0.278514
11593,S,0.999999
34708,S,0.999917
8554,Ds,0.608874
20600,Kl,0.747632
20282,S,0.582396
101003,S,0.67686
132924,Ad,0.652335
23509,S,0.823015
20920,C,0.5163
24633,S,0.285512
123441,Ad,0.91813
166556,Ad,0.724404
50985,S,0.323488
77825,Ad,0.697656
114269,Ad,0.788501
34658,S,0.565486
159684,Ad,0.454614
160164,C,0.340443
14557,Ds,0.794556
65684,S,0.998513
10806,Ds,0.593679
42093,S,0.541265
31406,V,0.616585
53689,S,0.830587
95108,Ad,0.658024
122071,Ad,0.489899
226162,V,0.808303
33237,S,0.51194
334529,Bk,0.378976
16138,S,0.903563
23946,Kl,0.596811
170133,Ad,0.765736
110380,Ds,0.278784
79119,Bk,0.612812
67028,Ds,0.672513
520,Cgx,0.984237
52720,S,0.702861
14207,Kl,0.81191
204787,Ds,0.463178
149593,Ad,0.903388
193615,Ad,0.40951
282448,Ad,0.766146
165744,Ds,0.382577
163405,C,0.587992
166810,S,0.484254
308653,S,0.563422
83078,Ad,0.805547
447,Cgx,1.0
2891,S,1.0
6737,S,1.0
14439,Ad,0.774344
63623,Kl,0.780788
80545,Ad,0.321825
62183,Ad,0.580924
15075,S,0.994761
50068,V,0.785316
137828,V,0.714078
45120,C,0.789019
47606,Ds,0.857959
69918,Kl,0.676544
507,Xt,1.0
113172,Ad,0.467894
123462,Ad,0.955437
68167,S,0.482387
2011 CH69,Ad,0.650475
26238,V,0.97668
274309,Ad,0.993647
84896,Ad,0.913857
222973,Ad,0.936571
120692,Ad,0.658809
68342,V,0.997581
42869,S,1.0
933,Cgx,0.75495
148168,Ad,0.99625
117950,Ad,0.547328
84224,S,0.388244
163677,C,0.521735
93352,S,0.723341
132789,V,0.518889
306804,Ds,0.411944
206202,Ad,0.872167
285971,S,0.373809
76918,Ad,0.696629
336763,Ad,0.853757
95061,Ad,0.527964
191690,S,0.665977
122330,Ad,0.424385
148053,Ds,0.56726
195523,Ds,0.338581
275947,Ad,0.905808
274702,Ad,0.884332
188361,V,0.531641
336093,Ad,0.427578
190018,S,0.321524
291051,Ad,0.454377
280640,Ad,0.882747
54275,Ad,0.408445
117385,S,0.517408
23388,S,0.784345
90874,S,0.780088
14666,S,0.586281
68606,Ad,0.724817
116406,V,0.498728
74001,S,0.887113
56238,S,0.948309
13580,Bk,0.621295
119235,S,0.550763
193826,Ad,0.400572
30639,S,0.747865
26960,S,0.999974
26367,Kl,0.245598
97474,C,0.417505
74186,V,0.928926
432992,Ad,0.854091
44995,S,0.730396
45943,S,0.603387
44086,S,0.812478
4960,C,0.464034
52266,S,0.596395
14271,S,0.749453
47084,C,0.426879
124904,S,0.377662
99306,V,0.650877
198518,Ad,0.636672
69521,Ad,0.408963
221568,V,0.822957
31227,S,1.0
165691,Ds,0.387546
192731,S,0.403634
68700,Ds,0.451976
19399,S,0.441674
61233,V,0.615126
14609,Ds,0.551948
4140,Cgx,0.82772
200560,C,0.635442
1789,S,1.0
227155,S,0.477098
129372,S,0.613874
8888,Bk,0.945521
15345,Ds,0.806751
124856,Ad,0.999485
54757,S,0.978371
75668,S,0.457517
334122,Ad,0.511041
295933,Ad,0.693043
32510,Cgx,0.515036
44789,C,0.316256
156386,Ds,0.245198
237556,Ad,0.858341
234165,Ad,0.400678
92867,S,0.791739
11409,Ds,0.44323
78483,Ds,0.311212
13806,S,0.645957
44906,S,0.98071
63571,S,0.96978
47847,Cgx,0.329675
41322,Kl,0.436473
21702,V,0.609922
103015,S,0.63364
28631,C,0.222314
84825,S,0.781822
56169,V,0.998387
196663,S,0.219737
10215,C,0.60814
46773,S,1.0
122062,Ds,0.232385
78089,S,0.802412
89646,Ad,0.600534
87988,S,0.644458
280043,V,0.336725
4178,C,0.812606
50261,S,0.683196
333679,Ad,0.985494
59699,Ad,0.606355
142755,Ad,0.507569
113836,Kl,0.85279
8128,C,0.962204
124295,S,0.703916
35887,S,0.959066
109451,Ad,0.571539
112947,S,0.491823
223538,Ad,0.905627
159539,S,0.986294
21936,V,0.707852
227106,S,0.917621
2293,Bk,0.983373
77858,Ds,0.435608
159614,V,0.475072
72374,C,0.357852
50274,Ad,0.678436
39294,S,0.396529
72380,S,0.339475
66951,V,0.830638
50145,V,0.998562
472615,Ad,0.5697
50215,V,1.0
101597,S,0.377288
126535,V,0.637883
30203,S,0.85755
243292,Ad,0.735491
145644,C,0.386974
75450,Ad,0.424474
187086,S,0.407607
53493,S,0.904871
55027,C,0.483987
46527,V,0.745706
98946,S,0.388266
165668,C,0.397313
11550,S,0.999911
270094,S,0.757155
18979,Kl,0.635008
64619,Ad,0.628326
158512,S,0.401146
25674,S,0.609445
6558,S,0.875976
108247,C,0.316853
120329,Ad,0.885194
151910,Ad,1.0
126998,S,0.953158
60555,V,0.975003
40775,S,0.216479
10045,Ds,0.597319
60465,S,0.73223
68713,Ad,0.647765
45196,S,0.785682
53356,S,0.624163
199358,Ad,0.458322
149341,Kl,0.296941
81017,S,0.711263
73969,Ds,0.419296
119246,Ad,0.461698
21843,S,0.775436
10408,Kl,0.329139
45778,S,0.972263
26155,S,0.805107
101536,S,0.558098
73717,S,0.538567
9848,S,0.998901
271622,S,0.413285
336813,Ad,0.534904
117238,Ad,0.424985
115632,Ds,0.445794
28879,S,0.336394
17917,S,0.998769
11331,Ad,0.529183
60240,Ad,0.557463
8104,Kl,0.287919
21629,Ad,0.929418
29238,S,0.588235
187042,Ad,0.911843
32806,S,0.66027
148624,S,0.562942
109286,C,0.419974
3642,Cgx,0.659066
199275,Ad,0.963424
137178,Ad,0.483959
231266,Ad,0.79123
149963,V,0.860705
390411,C,0.582744
103208,Ds,0.26407
222182,Ad,0.634757
50837,Ds,0.358448
272653,Ad,0.911005
335513,S,0.300632
282,C,1.0
117778,Ad,0.828265
19964,S,0.348386
99416,Ds,0.46385
80469,S,0.657011
126064,Ad,0.881547
54084,V,0.999999
28030,Kl,0.256308
88006,S,0.828434
9530,S,0.87753
21389,Ad,0.541936
187957,Ad,0.817048
4675,Cgx,0.8544
47700,S,0.581582
12863,S,0.99934
14504,Ad,0.994205
80993,S,0.235828
480089,S,0.383473
79415,S,0.543371
101343,Ad,0.512066
177726,Ad,0.733138
272421,Ds,0.622693
335094,Ds,0.428947
29197,S,0.497263
99169,Ds,0.832226
68610,S,0.909929
26748,S,0.637886
128786,S,0.952656
16890,S,1.0
61985,V,1.0
142123,C,0.454025
161804,S,0.485084
269122,S,0.21562
80599,Kl,0.477706
235097,Ad,0.364535
51972,S,0.452433
121565,Ad,0.755354
100722,S,0.30025
97518,Ds,0.217571
272476,Ad,0.906532
68205,S,0.711697
203034,C,0.627264
59452,S,0.559868
65238,Ds,0.454408
100574,Ds,0.4337
184399,S,0.936832
336113,Ad,0.554985
267641,S,0.338829
230142,Ad,0.630301
126902,C,0.285364
53534,S,0.547455
68144,Ds,0.429307
87413,S,0.824972
25220,V,0.999992
43256,S,0.268434
167560,V,0.655629
56248,Ds,0.369329
96271,S,0.392032
26995,S,0.570792
4744,Ds,1.0
78751,Ds,0.677703
71434,S,0.594061
41198,Ds,0.71138
45336,Ds,0.292044
206149,V,0.993184
200174,S,0.522286
77559,Cgx,0.328919
202220,Ds,0.485953
233991,S,0.293826
59151,S,0.366916
18771,Ds,0.463409
159987,S,0.440236
132689,Ad,0.634582
22250,S,0.775589
256598,V,0.43476
160789,S,0.56806
31356,Kl,0.474768
66944,Ds,0.608082
55309,C,0.584228
98649,S,0.472512
2985,S,1.0
68160,S,0.73869
22415,S,0.839044
26000,S,0.999992
66295,S,0.260817
33922,Ds,0.719243
230767,C,0.483245
124520,Ad,0.393967
20599,S,0.599054
119541,S,0.514446
234246,S,0.391167
8117,C,0.530892
16255,Ds,0.692398
73270,S,0.465952
32807,C,0.488521
56387,S,0.45099
30011,S,0.909382
17401,S,0.999991
8129,S,0.999991
45490,S,0.563501
126033,V,0.781632
66665,S,0.842913
58434,S,0.606276
353249,Ad,0.374417
826,Cgx,0.853592
68328,S,0.60397
207699,Ds,0.602393
85249,Ds,0.766088
389475,Ad,0.373927
38131,Ds,0.87532
6213,C,0.510535
133591,S,0.413411
63903,S,0.378571
43057,S,0.493218
21190,C,0.508419
52985,V,0.999944
49508,Ds,0.38719
240372,C,0.468801
428110,Ad,0.999883
170497,Ad,0.980589
51089,Ds,0.501001
34081,V,0.999243
105552,Ds,0.337846
21030,Ds,0.882343
52945,S,0.408786
40047,S,0.489386
155456,S,0.860917
126198,Ds,0.77543
205010,S,0.564256
66706,Ad,0.556416
132541,S,0.214216
44847,Ds,0.478212
59777,S,0.945209
66705,S,0.387078
9773,S,0.997225
170585,Ad,0.747508
113130,Ad,0.518138
126050,S,0.5855
139874,Ad,0.512861
8452,S,0.863592
78074,S,0.26099
63904,Ds,0.676679
18120,S,0.757907
39070,V,0.528461
47567,Ad,0.469964
94852,S,0.596
78295,C,0.306463
94724,V,0.535975
27844,S,0.898273
39743,S,0.701594
11295,Xt,0.566267
196310,Ad,0.400624
70842,S,0.592409
63800,Ad,0.306301
206443,Ad,0.873835
116210,V,0.888483
240485,S,0.365228
141031,Ad,0.623278
132534,Ds,0.636352
34727,C,0.310746
128400,S,0.844439
3687,Bk,0.919476
134847,S,0.368917
51919,C,0.437798
14658,Kl,0.413296
18687,Kl,0.488258
33256,Ds,0.415334
84505,S,0.809587
73517,C,0.662377
11911,Xt,0.639145
244506,C,0.82479
2957,Cgx,0.59396
116156,Ds,0.525078
47591,S,0.663223
75013,Ds,0.395433
145280,Kl,0.555133
27564,S,0.494352
105389,Kl,0.321555
212649,Ds,0.899307
162992,Ds,0.810947
24276,C,0.258149
66520,S,0.341939
340645,C,0.651191
13529,S,1.0
159487,Ad,0.556153
34309,S,0.766745
49618,S,0.365612
16253,C,0.319693
13427,Ds,0.660768
92614,S,0.763605
1325,S,0.997348
27761,Ds,0.817037
31902,C,0.513758
15133,S,0.998268
7523,S,0.97824
5658,Kl,0.511986
111766,Kl,0.34818
68107,Ds,0.482706
238720,Ad,0.218624
1188,S,0.999998
45582,Ds,0.666434
76011,C,0.669389
36391,V,0.996947
206816,Ad,0.325869
13374,S,1.0
31156,V,0.390042
71064,Ds,0.351951
44415,Ad,0.46013
241250,C,0.427862
P/McMillan,S,0.658603
234261,Ds,0.680241
382120,Ad,0.742682
28763,C,0.568848
14149,S,0.503549
14407,S,0.814342
30613,S,0.81632
113109,S,0.7606
107790,S,0.324961
2803,C,0.999662
14864,S,1.0
225693,Ad,0.9194
187053,Ad,0.99907
123121,Ad,0.504887
11871,V,0.999977
104369,Ad,0.933059
152737,S,0.738911
168151,Ad,0.636488
52819,V,0.633044
120211,S,0.933246
189090,V,0.650747
118579,S,0.976625
19510,S,0.999798
93836,Ad,0.845368
145730,Ad,0.392189
162947,C,0.265145
5946,C,0.746956
73548,C,0.293528
91363,Ad,0.767818
65287,Ad,0.67281
49482,Kl,0.404022
135285,Ad,0.947638
49075,Ad,0.999456
202971,Ad,0.586275
187091,S,0.607465
279020,Ad,0.376647
153518,Ad,0.930699
203266,Ad,0.654787
57068,C,0.771194
13129,Kl,0.577267
18978,S,0.929256
66476,S,0.751399
19162,S,0.868625
44148,S,0.98802
7312,S,0.970483
202248,C,0.737433
26559,V,1.0
56302,Ad,0.483653
63353,V,0.957352
37890,C,0.539675
19182,S,0.311905
90455,Ad,0.855906
246375,Ds,0.426405
57250,Ad,0.728128
196600,Ad,0.90292
141643,Ad,0.751872
26862,S,0.194458
2872,Ad,0.848433
66820,V,0.372699
13280,S,0.647733
44116,Ad,0.405734
118630,Ad,0.44676
88392,Kl,0.273242
150684,Ad,0.559098
100938,Cgx,0.34603
1879,S,0.981863
76674,Ad,0.971767
108707,S,0.345187
74068,Ds,0.440129
94054,S,0.754578
87515,S,0.805917
53653,S,0.839744
75188,Ad,0.425682
11842,S,0.988275
7445,S,0.991303
189562,S,0.702789
141660,C,0.297728
58994,C,0.316983
75451,Ad,0.745649
19439,C,0.665748
124779,V,0.93997
10096,Bk,0.999459
116134,Ad,0.528004
29962,S,0.435227
49907,V,0.887196
77902,Cgx,0.460885
2531,Cgx,0.968512
3157,Ds,0.972573
32135,Bk,0.378145
77749,S,0.733484
39207,C,0.757688
95051,S,0.411592
1595,Ds,0.984507
76014,Ds,0.441829
120007,S,0.789726
18371,Kl,0.309274
228506,Ad,0.589859
65436,Ad,0.58977
103362,Bk,0.46016
194958,V,0.505365
51889,C,0.556223
54438,S,0.99927
186738,Ds,0.630393
203814,Ad,0.606182
43315,S,0.701646
5535,S,0.999938
77324,V,1.0
213641,Ad,0.690216
49855,C,0.572356
154350,Ad,0.998234
11090,S,0.98767
29148,C,0.978599
93962,S,0.471397
335568,Ad,0.481484
336959,Ad,0.497447
333465,Ad,0.644641
282456,Ad,0.355073
26919,C,0.498355
108677,Ad,0.484274
80600,S,0.564495
151842,S,0.343235
24104,S,0.696378
270132,Ad,0.862178
4083,S,1.0
66713,Ds,0.366753
15880,Ad,0.776852
22378,Cgx,0.553875
165745,C,0.858748
9173,S,0.996922
347343,V,0.642214
158063,S,0.988682
178392,Ds,0.597403
151524,S,0.273649
108819,V,0.979145
51721,S,0.516627
201526,V,0.746442
83295,Ad,0.677542
46586,S,0.944359
202720,C,0.823474
21128,C,0.508187
71184,Ad,0.86466
15029,Ds,0.599721
23844,S,0.999999
72465,Ds,0.273891
2043,C,1.0
21163,V,0.999997
48927,V,0.738476
97534,S,0.490206
15465,Ad,0.433383
60618,V,0.831363
80159,S,0.588473
126180,S,0.630723
334127,Ad,0.77271
231063,Ad,0.805462
81865,Ad,0.684821
87414,S,0.729463
19540,Ds,0.71156
182522,Ad,0.977671
15115,S,0.954673
113622,S,0.620288
28541,C,0.345766
996,C,0.918059
15257,Ds,0.890665
18710,Cgx,0.351441
28595,Cgx,0.500236
26522,C,0.659787
24680,Ds,0.461223
59665,S,0.997432
74524,Ad,0.743609
51147,Ad,0.640653
3884,Ad,0.46978
54037,S,0.575383
119477,V,0.976583
295142,Ad,0.688146
15620,S,0.480662
28824,Ad,0.497077
333796,Ad,0.841436
179897,S,0.754444
131083,Ad,0.651538
2592,C,0.919878
333718,Ad,0.635106
14468,S,1.0
40425,Kl,0.310685
275937,Ad,0.745224
21442,Ds,0.281888
95419,Ad,0.969968
6217,S,0.778084
75522,S,0.927509
165883,Ad,0.696197
5528,Ds,1.0
65310,S,0.917315
104317,V,0.692257
4056,S,1.0
22857,C,0.72575
2012 MW12,Ad,0.363579
187159,V,0.829644
268300,V,0.731361
195336,Ds,0.375866
431934,Ad,0.498688
267677,Ad,0.691915
104918,Ad,0.693766
25598,Bk,0.973593
127476,Ds,0.2947
231021,Bk,0.44448
268941,Ad,0.573546
58370,Ad,0.492953
199630,Ad,0.830344
34653,S,0.986676
149591,Ad,0.644131
41351,Ds,0.921519
55307,Xt,0.29962
29733,V,1.0
35542,Cgx,0.391547
122609,Cgx,0.59195
341972,S,0.953313
108130,Ad,0.783158
184321,Ad,0.969439
44038,S,0.997347
125045,Ds,0.628197
85850,S,0.899088
225098,S,0.499399
147568,S,0.57099
335282,S,0.228233
189537,Ad,0.741836
276767,Ad,0.919008
82525,Ds,0.524239
166690,Kl,0.475188
50597,S,0.999968
41589,S,1.0
189053,S,0.719115
380931,Kl,0.887842
6092,S,1.0
90470,S,0.297823
16142,S,1.0
84424,S,0.238417
336624,Ds,0.399141
103601,V,0.938038
33817,S,0.963845
334178,Kl,0.512226
113772,Ds,0.341354
2004 CR2,Ad,0.587074
13279,S,0.917136
49214,V,1.0
50241,V,0.97603
104099,V,1.0
560,C,0.987623
103952,Kl,0.406845
145870,S,0.84981
113460,Ad,0.479056
123261,S,0.614114
17783,Kl,0.581746
85741,V,0.734002
816,C,0.956795
163672,Ad,0.316591
239580,Ad,0.512799
28039,S,0.999996
75564,S,0.561135
51969,C,0.244666
49464,S,0.720218
333712,Ad,0.434224
69803,Ad,0.661413
15031,V,0.957526
84399,S,0.604333
118295,V,1.0
114162,Ad,0.826599
41611,S,0.930334
29546,C,0.836152
1655,C,0.921604
92683,Ad,0.444035
102995,V,0.719331
165879,C,0.592292
268939,Kl,0.567081
141541,Ad,0.80497
163645,Ds,0.259891
223021,S,0.603417
386999,S,0.671675
26857,S,0.964066
190059,S,0.642635
12034,S,0.987453
188217,Ad,0.30516
80374,V,0.331997
145513,Ad,0.741384
186771,V,0.842192
26359,Cgx,0.964889
8313,S,0.99154
16269,C,0.757121
199352,C,0.567406
29500,Ad,0.97846
23626,S,0.895326
49175,S,0.998877
2013 TX33,Ad,0.451689
37215,S,0.661005
242328,Ad,0.843015
336841,Ad,0.567201
334170,Ad,0.834289
52676,C,0.27775
29898,Bk,0.50015
70586,Ad,0.81747
98723,Ad,0.962496
228477,Ad,0.549185
718,Cgx,0.964893
198268,S,0.443806
117357,S,0.909563
52600,S,0.842231
93302,Ds,0.407345
29685,V,0.800159
195590,S,0.439312
25562,S,0.998597
156011,V,0.99827
82432,S,0.707628
341896,Ad,0.85291
51687,V,0.969821
8791,C,0.254626
42914,S,0.957077
47162,S,0.980815
1798,Ds,0.726448
103191,Ad,0.997651
269730,S,0.957808
170785,Ad,0.574799
2768,Xt,0.999945
80655,V,0.98741
91055,S,0.83202
74601,V,0.885644
39871,S,0.668684
72395,S,0.48854
189549,V,0.942767
87902,S,0.919576
136329,Ad,0.999852
200232,C,0.347923
107899,V,0.311041
125371,V,0.999604
23833,S,0.894721
139992,V,0.346709
69275,Kl,0.307047
68307,C,0.724203
124437,Ad,0.500607
61903,S,0.521872
28463,V,0.909601
124438,S,0.364012
94558,V,0.894598
279841,Ad,0.706797
90544,Ad,0.992915
287872,V,0.662953
39534,S,0.900638
193642,Ad,0.909089
335775,Ad,0.573304
349072,V,0.432197
27486,Cgx,0.433542
14396,C,0.801758
62198,Kl,0.337314
97720,Ad,0.546224
193521,Ad,0.987306
108903,S,0.296445
91487,S,0.999978
79426,V,1.0
39030,Ds,0.379214
27842,Kl,0.781386
82554,S,0.591293
93985,S,0.726967
87157,S,0.994711
128310,Ad,0.498523
68792,S,0.269479
122822,Ad,0.316603
333396,V,0.996187
151921,Ad,0.539811
99775,S,0.361115
88644,S,0.530736
11959,Ds,0.598438
192939,S,0.554702
96287,Ad,0.565148
104645,C,0.61534
159325,C,0.467895
333777,C,0.349677
189613,C,0.630867
180814,S,0.418846
109041,V,0.834282
52778,S,0.978568
68354,S,0.717847
103748,S,0.496094
53509,V,0.614348
191389,S,0.577807
149694,C,0.292347
27081,V,0.999828
2935,S,1.0
122980,Ad,0.718576
149396,Ds,0.224948
50591,S,0.53629
53198,S,0.997505
13680,S,0.448398
84355,V,0.980407
196510,Kl,0.249409
81263,V,0.996625
226171,S,0.907001
21167,S,0.564138
85091,Kl,0.310717
241411,Ad,0.554742
195624,S,0.58328
316831,S,0.554749
85416,S,0.925696
28709,Ds,0.403823
68573,Ad,0.994572
54801,Ds,0.602648
289943,S,0.610192
92810,Ds,0.357085
30363,S,0.999696
95634,V,0.278258
149199,S,0.641944
80789,C,0.709087
23664,S,0.903887
230639,S,0.614627
26108,S,0.918743
81182,C,0.286603
123438,Ad,0.507631
44672,S,0.999113
24711,Kl,0.582001
336513,S,0.828255
131898,S,0.413618
272954,S,0.842734
192161,Ad,0.416636
120357,S,0.359417
145379,Ad,0.983888
5951,S,1.0
24190,V,0.571712
130129,V,0.797868
31513,Kl,0.950476
122522,Ds,0.229037
23840,Kl,0.416684
48620,V,0.589571
54176,S,0.358573
244836,Ds,0.974409
162962,Ad,0.871866
232093,S,0.569587
150827,S,1.0
132565,S,0.827588
86776,V,0.554291
136553,C,0.787361
85738,Ds,0.492002
235185,Ad,0.619145
247261,S,0.695116
275639,Ad,0.546018
180934,Ad,0.898667
203048,Ad,0.461251
61354,V,0.999929
193625,Ad,0.939399
47862,Ds,0.612766
67009,S,0.870283
56456,V,1.0
166618,Ad,0.768374
73331,C,0.586737
196534,Ad,0.505041
123197,Ad,0.931371
79780,S,0.342872
136350,Ad,0.241398
342110,Ad,0.9948
276320,Ad,0.874902
165804,S,0.389641
83011,Ad,0.423519
83755,C,0.702746
335081,Ad,0.709275
104376,Ad,0.658275
152899,Ad,0.938393
48244,C,0.564454
88028,Ad,0.737154
276826,S,0.445741
167956,C,0.510368
463356,Ds,0.287142
370105,V,0.344272
195537,S,0.448768
108839,Ds,0.813165
100089,S,0.547708
11189,V,1.0
135188,S,0.342196
153392,V,1.0
28587,S,0.600124
169208,V,0.543729
165925,Ad,0.97954
94059,Ad,0.717305
57615,V,0.955669
31756,Ds,0.996646
82376,Kl,0.537316
235928,Ds,0.260872
133771,Ad,0.506876
267645,Ad,0.850818
193523,V,0.306098
18037,Ds,0.93761
270189,C,0.222593
53385,Ad,0.910541
273917,S,0.344618
91013,V,0.628066
132970,C,0.642424
27483,Kl,0.645525
10328,C,0.787838
80345,S,0.514927
6929,S,0.962686
93046,S,0.717386
71672,V,0.538275
16528,V,0.99385
116637,Bk,0.226066
31705,Ds,0.620382
103172,S,0.68147
89258,C,0.609107
186128,Ad,0.762325
280377,S,0.437984
148487,S,0.324547
42039,Cgx,0.294542
49352,S,1.0
186437,V,0.690861
145938,S,0.528463
82494,S,0.952408
190615,S,0.414732
107562,S,0.718613
201537,Ad,0.453886
69224,S,0.858687
28555,S,0.53505
45129,V,0.733496
224007,Ad,0.991122
275090,S,0.556874
7628,Ds,0.788291
269916,V,0.558889
235150,V,0.750195
24140,V,1.0
119104,V,0.998443
78703,Kl,0.598531
119230,S,0.518052
117614,Ad,0.906648
85270,Ds,0.356008
333536,Ad,0.520449
109392,Kl,0.91025
335238,Ad,0.971437
40322,S,0.999957
11867,S,0.524616
47627,Cgx,0.404498
129086,Ad,0.564831
137948,S,0.443727
122429,S,0.288892
26413,Ds,0.455369
15971,Xt,0.372691
117557,Ad,0.98851
58760,Bk,0.879941
61358,S,0.99526
342356,Ds,0.389586
22605,Kl,0.450678
175101,C,0.241623
54996,V,0.706442
345107,S,0.672047
335126,S,0.570042
57740,C,0.844084
27628,S,0.860905
223485,Ad,0.757919
46726,Ds,0.447012
23938,S,0.998519
36722,S,0.833062
14205,Cgx,0.732131
61242,S,0.729511
8755,Xt,0.39503
1382,Ds,0.996151
80879,S,0.849517
63501,Ds,0.497197
32891,S,0.45742
97320,Ad,0.902791
15169,S,0.544588
76042,C,0.464581
165840,Ad,0.426704
126364,S,0.34484
44034,C,0.545021
144916,Ad,0.926241
54951,Cgx,0.416829
279844,Ad,0.381719
44059,S,0.999847
63191,Ds,0.513257
131416,C,0.512391
133303,Ad,0.413615
93348,C,0.248451
40627,S,0.900111
277680,Ad,0.934828
39630,S,0.975098
46698,V,1.0
57136,C,0.53934
39291,C,0.588484
202106,Ad,0.998742
96275,C,0.358709
40100,S,0.766044
100110,S,0.677032
334258,V,0.49572
101513,Ad,0.507848
202829,S,0.674133
103401,V,0.999981
52128,S,0.687192
77725,Cgx,0.250627
228451,Ad,0.738266
269326,Ad,0.576608
385790,Ad,0.57906
129263,C,0.619428
267256,Ad,0.476059
163410,Ad,0.923527
77753,Kl,0.217754
54261,S,0.927176
103218,Ds,0.419709
61827,V,0.547241
197823,C,0.499887
225413,S,0.431967
123568,S,0.999883
113785,C,0.852005
20941,Kl,0.260891
133269,S,0.401374
162930,Kl,0.41699
52535,Kl,0.401607
13848,S,1.0
11484,Kl,0.62931
10269,C,0.8325
87375,S,0.585478
27778,S,0.812937
170081,Ad,0.770685
73707,S,0.218661
29994,V,1.0
122996,Ad,0.55081
340248,S,0.932506
337653,V,0.498503
46338,S,0.728983
57442,Kl,0.580651
27917,C,0.637722
