MainDesig,TaxClass,MCProb
41056,S,0.461681
34018,S,0.685214
118070,S,0.288298
84191,S,0.94687
217773,Ad,0.429488
30358,V,1.0
52112,V,0.940986
59354,S,0.534942
274474,C,0.440779
68414,S,0.98434
59511,S,0.683194
95577,S,0.385716
114885,S,0.688246
47062,C,0.721354
164375,C,0.556284
19152,S,0.874035
376896,Ad,0.621601
81922,S,0.234274
47890,C,0.956853
125744,S,0.586311
91549,Kl,0.420569
66046,C,0.559467
28858,Ad,0.999999
159625,S,0.306685
337425,Ad,0.507496
26891,Kl,0.690165
38637,S,0.243682
38042,Kl,0.55586
7114,C,0.577905
52792,V,1.0
9204,V,0.999933
80356,Ad,0.711625
19894,S,1.0
379761,C,0.457869
215117,Ds,0.686038
74602,Ad,0.492825
6527,C,0.524554
15636,C,0.999796
249260,Ad,0.403472
103848,V,0.999924
8378,Kl,0.602128
101438,C,0.446128
123339,S,0.281655
116625,Ds,0.862903
95722,Cgx,0.273609
282021,Kl,0.311902
47940,C,0.381711
37751,Ds,0.548963
267071,Ds,0.490659
160332,S,0.847665
137234,S,0.373398
57155,S,0.713739
3139,C,0.99977
39237,S,0.999997
156316,S,0.289169
217931,Ad,0.523174
109362,V,0.822646
124247,V,0.877732
154713,C,0.31063
264732,Ad,0.403054
62408,Ds,0.647492
86875,V,0.905351
77754,Ds,0.74996
43715,Ds,0.43251
53590,V,0.976136
159988,Ds,0.528774
80473,V,0.998823
117064,S,0.464961
828,C,0.999953
93677,C,0.423788
1554,Cgx,0.999676
13999,S,0.999717
71702,Ds,0.562932
43307,Ds,0.989446
50805,C,0.338633
6395,S,0.850734
198070,S,0.437167
119075,C,0.390827
36839,S,0.549655
26921,Ds,0.680929
109502,Ad,0.618165
125327,V,0.417049
202148,Ds,0.44318
347257,C,0.330106
56074,S,0.745134
424306,Ad,0.668409
6906,S,0.340374
473300,S,0.629965
115212,S,0.419625
61237,Kl,0.690426
37214,Kl,0.58101
128393,Kl,0.386168
347216,Ds,0.413843
10553,C,0.381808
14652,S,0.8335
36188,S,1.0
29861,Ds,0.860194
16074,Ds,0.443946
205050,Ad,0.464806
2812,S,1.0
21587,Xt,0.741287
20777,Kl,0.397905
192533,Ad,0.964147
63728,Ad,0.68888
164102,S,0.704578
67691,S,0.831304
44825,S,0.53772
239195,C,0.54445
66621,Cgx,0.343214
66446,Ds,0.749782
16210,S,0.567664
87231,Ad,0.699491
87176,S,0.800306
229223,S,0.389922
14664,Ds,0.627283
43774,C,0.322927
95117,Cgx,0.422083
377303,S,0.410731
146345,S,0.999979
116907,Ds,0.876429
45989,C,0.369473
47087,Kl,0.664167
125515,S,0.506633
80407,S,0.547968
82327,Ad,0.996294
35845,S,0.925602
25898,S,0.997693
271137,V,0.688046
190872,Ds,0.320619
109745,S,0.607869
193710,C,0.346444
66651,C,0.72177
89342,S,0.99045
60159,Ds,0.736013
373486,S,0.352255
12670,S,0.732984
61218,Ds,0.474745
101007,Ds,0.506832
110091,Kl,0.541942
109186,Ad,0.58199
156438,S,0.846257
118045,Ds,0.539476
2486,V,1.0
113707,Ds,0.590204
56039,Ad,0.537007
199307,Kl,0.515973
122494,Ds,0.649878
162119,C,0.466296
217902,Bk,0.323119
7102,Ds,0.689313
32479,S,0.862874
125873,V,0.512442
221333,Ds,0.65323
155702,Ad,0.58968
26879,Kl,0.378879
85149,Ad,0.521905
13874,Kl,0.46488
4131,Cgx,0.795927
19648,S,1.0
17161,C,0.834866
52488,S,0.51931
123152,Ds,0.515269
15096,C,0.4589
30040,Cgx,0.562401
93871,S,0.773354
191598,V,0.566989
272770,C,0.484816
108778,S,0.40521
123354,S,0.51494
44545,Bk,0.489874
40432,C,0.552843
28177,S,0.93811
22119,S,1.0
202199,S,0.330786
147594,C,0.464146
158848,Ds,0.774289
163,Cgx,1.0
21653,Ds,0.433085
310144,C,0.619719
4495,Ds,0.958938
139443,C,0.458125
133272,S,0.978764
41657,Cgx,0.291993
148035,S,0.837197
19619,V,1.0
176971,S,0.412225
42656,V,0.999939
106122,S,0.404605
249715,S,0.583571
262404,Ad,0.494385
389175,Ad,0.327106
110206,Ds,0.810639
386606,Ds,0.842568
17190,S,0.615277
18691,S,0.87966
91218,Ad,0.539485
214901,Ad,0.676801
20617,Kl,0.511568
17297,Ds,0.518297
85178,Ds,0.466655
4762,S,0.64376
28714,V,0.997383
105346,Ds,0.389486
63949,S,0.851243
90780,Ds,0.433999
165502,Ds,0.616872
50144,Ds,0.329265
350933,V,0.821823
116163,C,0.906219
160307,Ad,0.629458
35069,V,0.638267
43824,Kl,0.532738
70566,S,0.511212
222815,V,0.613694
6232,S,1.0
80747,V,0.947036
5196,S,0.692136
62404,V,0.397909
71733,C,0.505449
191033,S,0.472625
280461,Ad,0.506034
68335,C,0.877492
85746,S,0.310667
3632,S,0.890621
339290,C,0.628766
106887,Kl,0.389658
16001,Ds,0.508267
108287,Ds,0.727484
51906,Kl,0.296642
231458,Ds,0.752163
14016,S,0.347833
6763,S,0.469783
68195,Ds,0.694804
2011 GA62,C,0.292875
48661,V,0.978088
22332,S,0.407307
20990,S,0.822583
92636,S,0.777281
121187,S,0.3074
3350,C,0.535393
16558,S,0.755696
273034,Ds,0.406352
33136,Kl,0.613492
42966,Ds,0.454086
54173,S,0.605868
36439,S,0.707198
46537,C,0.285473
80246,S,0.375775
25173,C,0.433121
16265,Ds,0.445639
33929,S,0.994372
34803,C,0.822995
26950,S,0.82784
78164,Ds,0.84293
280805,Ad,0.425192
158338,Ds,0.542476
62124,S,0.999741
222409,S,0.459845
134021,S,0.831409
1389,Kl,0.934886
23704,S,0.338892
24754,Kl,0.33296
93469,Ds,0.523632
104945,C,0.496048
64679,V,0.857061
12626,Kl,0.358093
87308,Ds,0.428432
86422,V,0.373036
50888,Ds,0.469226
231077,S,0.311381
84445,S,0.899738
246581,Ad,1.0
44069,S,0.737675
2931,S,1.0
82874,S,0.836863
148661,S,0.542228
16882,C,0.872928
86752,S,0.545958
2170,C,0.577059
104811,Ds,0.689921
29812,V,0.968864
247548,Ad,0.647027
120735,S,0.914873
153479,Ad,0.998805
14830,C,0.315482
11422,S,0.999701
9962,S,0.668852
14098,C,0.2368
233218,C,0.347644
40834,C,0.363956
70034,Bk,0.402391
4078,Cgx,0.999907
225469,S,0.337468
38338,S,0.996054
114525,Ad,0.536861
14058,Cgx,0.885623
44040,S,0.912676
156060,Ds,0.628232
31138,V,0.873692
200014,Ds,0.517121
56354,S,0.973285
280193,S,0.350863
11447,S,0.909171
17661,S,0.562052
60184,Kl,0.485189
68867,S,0.921337
26549,S,0.648184
278987,S,0.572082
276058,Ds,0.29338
104714,C,0.831662
74294,S,0.689501
191921,C,0.481286
31965,Cgx,0.473127
353371,V,0.981717
37386,V,1.0
40707,S,0.572707
281103,V,0.435057
75440,V,0.361668
1105,Kl,0.574881
92600,V,0.987422
60590,Ds,0.486461
13056,C,0.821458
23234,S,0.567195
140948,C,0.473957
19325,Bk,0.449247
103216,S,0.862134
112305,Ds,0.427038
51757,S,0.584498
89127,S,0.903307
4432,S,0.728213
230232,V,0.95529
123336,Ds,0.489403
145971,Ds,0.608567
28685,C,0.686876
54152,S,0.542873
2081,C,0.999592
104953,C,0.8285
157143,Ds,0.757693
96039,Kl,0.317733
18740,C,0.625248
195551,Ad,0.62634
118015,S,0.424078
192688,Ad,0.992212
61683,Ds,0.792545
7191,Cgx,0.967147
12891,S,0.960606
50947,C,0.765844
4459,S,1.0
22424,S,0.775005
94683,S,0.301566
48070,C,0.830889
59506,Cgx,0.289301
158880,S,0.570037
111971,S,0.413301
78314,C,0.391759
98515,S,0.989032
151987,Ds,0.369458
123086,Ds,0.65016
60099,S,0.979566
55384,S,0.742167
123371,S,0.323231
62982,S,0.946025
31490,S,1.0
347251,Ds,0.480703
283303,Ad,0.470469
202775,Ad,0.995474
1099,S,0.999963
46782,S,0.986357
41965,Ad,0.483938
150457,C,0.494739
99666,S,0.617125
56761,S,0.959778
32766,Ds,0.401318
94763,Ds,0.544588
126483,Ad,0.32349
68352,Ad,0.510117
17249,Ds,0.400571
52479,Kl,0.678937
57489,V,0.992127
5663,C,0.478458
47321,Ds,0.459083
4095,S,0.285243
16288,C,0.481884
10316,Kl,0.497984
58649,Ds,0.434636
43475,Ad,0.601352
70729,Kl,0.471108
75243,S,0.707379
10324,S,0.70811
49560,Ds,0.616299
26058,Bk,0.415671
42498,S,0.622554
79272,C,0.736716
124527,Ds,0.614465
80769,Ds,0.529562
134272,Ad,0.723799
277347,Ad,0.876987
85222,S,0.708877
128336,S,0.79597
130254,Kl,0.357195
93570,Ad,0.391681
15261,C,0.736351
13344,S,0.963924
66865,S,0.813388
64567,S,0.999762
118199,Ds,0.81798
52084,C,0.88215
27662,S,0.884629
126801,Ds,0.333512
4658,C,0.549888
8012,Bk,0.506829
155433,C,0.323091
137750,S,0.595723
9221,S,0.473203
26902,S,0.953379
192447,S,0.546926
21994,Ds,0.942577
171904,C,0.647884
273801,Ds,0.4896
33785,Xt,0.93577
18665,S,0.999751
82118,S,0.84708
15320,Ds,0.786717
82042,Ds,0.687361
131477,C,0.56948
25604,S,0.803118
118334,Ad,0.622157
153726,Ds,0.563607
104837,S,0.345124
120911,Ds,0.913855
195365,Kl,0.348115
130814,S,0.762298
43587,Ds,0.997781
39666,Kl,0.427621
51012,C,0.955963
201502,S,0.636087
9743,S,0.999117
35455,S,0.807622
152928,S,0.595983
13721,V,0.999956
122314,Ds,0.558825
56434,C,0.811493
20363,Cgx,0.673695
81804,Kl,0.533945
158869,Bk,0.314377
73433,V,0.446957
153745,V,0.988
166802,Ad,0.990947
198867,Ad,0.851402
197701,Ad,0.843529
36370,S,0.99981
31445,S,0.999986
280514,S,0.513586
15319,S,0.974823
42524,Ds,0.671459
42516,S,0.836551
32655,C,0.464622
281818,S,0.362264
86882,Ds,0.856003
189431,Ds,0.572822
234001,Ds,0.534102
94963,Ds,0.697662
202192,Ds,0.493661
114779,S,0.99962
31517,V,1.0
54170,S,0.729424
236399,Ad,0.682143
157499,Ad,0.351709
35812,S,0.617705
124847,V,0.786113
155996,Ds,0.548574
88583,V,0.950741
121249,V,0.293203
240452,C,0.311617
16238,S,0.998222
165665,Ds,0.66736
94716,S,0.265099
346373,Ad,0.341415
160368,Kl,0.273205
57521,S,0.58783
30176,V,0.999996
248204,S,0.277126
38561,Ds,0.584173
23533,S,0.79677
23092,S,0.870186
20776,Kl,0.976412
79361,Ds,0.439226
42205,S,0.734997
52953,V,0.975865
63649,S,0.539628
80141,S,0.442675
22639,S,0.955503
159502,Ds,0.579118
76616,Bk,0.466869
280484,C,0.317849
139236,C,0.488701
127000,Ds,0.746589
27939,V,1.0
22301,S,1.0
204596,Ds,0.562788
147577,Ds,0.55174
322351,Ad,0.449701
50347,V,0.987007
110287,Ds,0.729791
55928,C,0.468939
16627,S,1.0
106859,Ad,0.498018
191413,S,0.488524
224296,V,0.35415
55634,Ds,0.609206
51115,Ds,0.920795
53898,S,0.853856
45909,Ds,0.609719
20475,Ad,0.860644
99609,Ds,0.567224
191071,C,0.510536
74478,Ds,0.843411
195595,Ad,0.581235
121259,S,0.969786
95941,S,0.800155
6506,V,1.0
197120,Ad,0.531435
101876,S,0.873195
128512,S,0.556194
60796,S,0.975529
101026,V,0.999814
206623,C,0.645957
439073,Bk,0.323303
189844,V,0.706832
82733,C,0.471204
32784,C,0.692316
87683,S,0.439535
68694,S,0.998365
280165,Ad,0.691404
121005,Ds,0.743393
234120,Ad,0.773028
3537,S,1.0
19828,Kl,0.335432
3080,S,0.66437
58900,C,0.365563
16446,Kl,0.456684
78104,Ds,0.744681
246395,Ad,0.736594
70964,S,0.276491
33276,S,0.837542
74378,S,0.52927
417288,C,0.370541
280872,Ds,0.457621
103299,S,0.486333
15267,Ds,0.377276
132949,S,0.781739
82439,Ds,0.484865
277681,Ad,0.722066
161953,V,0.735812
64565,Kl,0.276074
125582,Ds,0.357722
121203,Cgx,0.350788
161647,S,0.852913
46385,Kl,0.360572
74409,S,0.462519
124794,Ds,0.530228
278683,Ds,0.368384
113817,Ds,0.346509
29750,Xt,0.4555
14794,C,0.463214
73386,Bk,0.370995
121215,Ad,0.441567
54372,Ds,0.62948
14855,S,0.86661
72434,Ds,0.650171
65435,S,0.565204
38275,S,0.707065
38353,S,0.959299
280754,Ad,0.408396
152962,Ds,0.614098
46076,Ds,0.557463
40059,Xt,0.433198
112560,C,0.383867
276477,S,0.680941
183294,Ds,0.64558
4373,S,0.999999
12279,S,1.0
13530,V,1.0
160371,Ad,0.215382
116170,S,0.44373
9290,S,0.999914
120175,Ds,0.960432
35636,S,0.761015
96988,Ds,0.551173
161568,Ds,0.34574
10465,Kl,0.998825
57710,V,0.995624
95710,Kl,0.373694
41752,C,0.62138
23032,S,0.524436
25957,Ds,0.526244
6140,Cgx,0.971369
17377,C,0.402347
220906,Ds,0.546467
2889,Cgx,1.0
110505,Ds,0.92678
77800,Kl,0.21965
26985,Ds,0.852035
35145,Kl,0.400095
22104,Kl,0.421021
196484,Ad,0.920504
5855,S,0.997284
26062,C,0.407684
53561,V,0.691378
59500,V,0.630691
159416,S,0.361883
14387,V,0.954108
50330,Bk,0.366802
270291,S,0.620324
25736,C,0.39903
76456,V,0.669701
20193,S,0.688446
70011,Ds,0.442871
73690,Ds,0.48147
64623,C,0.361316
39057,Ds,0.318177
155506,Ds,0.416767
49568,Ds,0.344929
103543,V,0.932944
46750,S,0.892219
82690,S,0.303082
53063,V,0.872682
84814,V,0.974129
64497,Bk,0.456076
159899,Ds,0.462962
19850,S,0.507437
334472,Ds,0.442333
25550,S,0.730764
53480,S,0.978362
54076,V,0.837459
93404,S,0.757078
47815,C,0.843642
57900,S,0.930089
135450,Ds,0.686308
5521,Xt,0.981072
125785,V,0.875942
165123,Ds,0.833402
78053,V,0.282452
190808,Ds,0.543103
118557,S,0.990294
17756,S,0.679152
42113,C,0.663324
1009,C,0.548325
280485,Ds,0.753243
127057,S,0.945342
281821,S,0.258567
200558,Ds,0.819214
92907,S,0.467368
99315,C,0.293157
152924,Ad,0.475516
153075,C,0.267625
44001,Ds,0.484852
36027,S,0.999985
118510,S,0.855056
119339,S,0.815167
133002,C,0.256893
101764,Ds,0.701881
14328,Ds,0.511539
68418,V,0.440291
79351,V,0.558306
39751,S,0.405988
196980,Ad,0.668882
1639,C,0.856445
36621,Ds,0.447205
87558,S,0.701762
86530,S,0.426686
18666,S,0.75783
54075,C,0.761592
107432,C,0.349058
70370,Ad,0.535882
19281,V,1.0
72883,C,0.762624
16207,Kl,0.537987
165115,S,0.304189
79670,S,0.520223
82136,S,0.476021
88885,S,0.823401
158459,S,0.397457
10103,Bk,0.64075
88014,S,0.999999
50520,S,0.466153
201635,Ad,0.678509
165125,Ad,0.374286
268957,Ad,0.994721
103269,C,0.374658
29119,C,0.75184
40993,S,0.74946
158705,Kl,0.28326
52104,C,0.327607
41445,S,0.500518
14548,S,0.800454
93561,C,0.313926
5647,S,0.99987
104533,C,0.3641
43605,Ad,0.369265
27080,S,0.961966
95739,V,0.817337
20861,S,0.851068
47189,V,0.999998
45633,S,0.341638
10445,S,0.971128
2692,Xt,0.994458
54153,V,0.803234
97513,S,0.698116
114112,C,0.385432
14190,C,0.847183
22627,Kl,0.274644
82831,V,0.643053
14239,Kl,0.847761
55882,S,0.468287
8050,Ad,0.463859
15931,Cgx,0.380056
97212,S,0.407934
89349,Kl,0.510401
56267,S,0.470547
64536,Ds,0.869803
51790,C,0.467742
119385,V,0.930102
34723,C,0.455082
17198,S,0.985544
2362,S,0.787121
73585,Ad,0.724907
3607,S,0.486916
92976,S,0.816842
93326,S,0.529721
129571,S,0.92846
115037,C,0.424107
28863,Kl,0.526039
44406,Kl,0.497424
375540,Kl,0.229667
130788,S,0.761325
197860,V,0.833263
15290,C,0.605655
286707,C,0.386218
115871,Ds,0.81948
132975,C,0.709697
236566,S,0.532569
42833,S,0.32963
12304,S,0.99996
71201,S,0.508571
15371,Ds,0.74885
46485,S,0.494322
4885,S,0.997668
25321,Ds,0.93764
56369,V,0.999986
13554,Cgx,0.571184
206576,S,0.499465
11462,Ds,0.667397
7511,V,0.790754
17968,C,0.501862
15771,Ds,0.858636
83292,S,0.657306
34779,Ds,0.442875
66923,Ds,0.640384
162170,S,0.790213
57927,Ds,0.570418
144242,Ds,0.445919
46472,Kl,0.538091
91113,Ds,0.226677
58246,S,0.481721
197626,V,0.505139
198599,Bk,0.225743
2394,C,0.999455
7666,Ds,0.559819
91313,Kl,0.614825
166785,Ad,0.802316
54187,C,0.307257
49608,C,0.571124
644,S,1.0
203054,Kl,0.383421
61232,C,0.622846
230262,Ad,0.425713
19025,V,1.0
38449,S,0.474417
25121,S,0.964965
89729,V,1.0
131508,S,0.260142
11000,Ad,0.533276
131237,S,0.411747
100683,Ds,0.451987
343,Kl,0.895893
50629,S,0.482853
111587,V,0.5026
83331,Ad,0.577941
61390,Ds,0.494753
119669,S,0.381825
25142,Cgx,0.369419
377072,Bk,0.384662
113677,C,0.871704
96486,Cgx,0.452854
195402,S,0.396587
6570,Kl,0.815606
105119,Kl,0.369078
321118,Ds,0.543181
236456,C,0.386857
125019,Ds,0.42683
109892,S,0.258084
92367,Ds,0.410275
77396,S,0.348763
217562,Ad,0.772394
33887,Ds,0.835599
55354,C,0.407915
58565,Ds,0.706718
117664,Ds,0.537403
94452,S,0.585424
236615,S,0.360825
167115,S,0.558473
83093,S,0.289579
171393,Ad,0.759302
124843,S,0.635971
36689,Kl,0.400085
132261,S,0.242467
91384,V,0.995546
234772,Ds,0.633829
19744,Ds,0.999931
29036,Kl,0.50986
61741,V,0.999871
160006,Ds,0.354972
12955,S,0.926225
53574,S,0.58162
19227,S,0.790812
164669,Ds,0.436064
29402,Ds,0.795771
130857,Ds,0.628636
61414,S,0.67234
173144,S,0.671287
8261,C,0.74631
283644,Ds,0.502729
237668,Ad,0.907228
50894,S,0.928166
104748,Ds,0.615207
63591,C,0.460021
236639,S,0.419862
236800,Ds,0.532962
19394,Kl,0.676762
169228,S,0.471155
96708,C,0.583292
172018,Ad,0.617833
53976,S,0.960163
92711,V,0.573594
77841,C,0.51914
15060,S,0.999898
36585,S,0.651307
133499,S,0.31878
42018,Ds,0.570433
67263,S,0.853086
29410,C,0.555878
97253,Ad,0.489183
27760,S,0.914929
193381,Ds,0.398336
199111,Ds,0.571348
195214,Ds,0.588448
306026,Ad,0.539009
2786,S,1.0
198104,Ds,0.856638
10052,S,0.966676
6227,C,0.390852
234299,Ad,0.879737
70160,V,0.997355
2114,Xt,0.535436
78424,Kl,0.362778
235574,Ad,0.425859
59361,V,0.900752
28756,S,0.416488
73376,S,0.965194
55315,V,1.0
121903,Ad,0.383402
192474,S,0.763439
98959,S,0.756544
3149,S,0.999983
112695,S,0.28734
129474,S,0.739136
115307,S,0.497624
68644,S,0.539888
10914,C,0.503379
194571,S,0.962475
19205,S,0.675084
31211,Bk,0.540605
34957,Kl,0.334078
65456,Ds,0.408898
34852,V,0.817874
68844,Ds,0.504999
22835,Kl,0.252974
92599,Kl,0.362918
10558,Ds,0.643358
34142,Ds,0.420964
15623,S,0.986458
25704,V,0.746685
129466,Kl,0.209075
23374,C,0.379039
87687,V,0.806012
32313,Kl,0.277759
3213,C,0.954427
241539,Ad,0.348981
31315,C,0.635797
10309,C,0.501497
26795,S,1.0
198507,S,0.866012
70659,Ds,0.662188
3044,Cgx,0.579991
195973,Ds,0.6954
123295,S,0.761355
232645,Ad,1.0
66810,Ds,0.768223
134832,S,0.612915
143283,Ds,0.92581
41082,S,0.998697
67921,S,0.999619
397906,S,0.236067
237098,Ds,0.473292
117905,S,0.731841
66440,S,0.970749
233003,C,0.220681
18834,S,0.976342
207487,Ds,0.458005
49531,C,0.999117
165049,Ds,0.594156
22091,S,0.509699
45509,S,0.9605
67384,V,0.50244
392384,Ds,0.859137
165420,C,0.85953
90128,Ds,0.499879
171368,C,0.582703
210677,S,0.30347
101191,S,0.958863
25641,Ds,0.301564
43168,S,0.985666
459867,Ds,0.530503
66647,S,0.977999
333452,Ds,0.55829
119389,C,0.363051
133512,S,0.827135
93057,S,0.957774
282079,Kl,0.47854
234477,Ad,0.634454
2013 WA86,S,0.251398
234269,Ds,0.815199
134842,S,0.754969
2011 MZ9,Ad,0.774976
134017,S,0.700407
112531,Ds,0.6921
45743,C,0.655867
200978,Ad,0.584366
88857,Ds,0.807624
52013,Ds,0.365712
58168,Ds,0.306522
384552,Ad,0.28302
126608,Ds,0.648588
45804,V,0.615851
31207,Kl,0.617941
98319,Kl,0.419112
19814,Ds,0.314796
82982,Ds,0.325812
202166,S,0.522339
200755,S,0.581281
63958,Ds,0.6973
2463,S,1.0
195525,S,0.822548
123618,Kl,0.417922
39947,S,0.967252
2743,S,0.966485
198698,Ds,0.451685
104942,S,0.562244
192847,S,0.689526
306768,S,0.547663
41784,Ds,0.402696
49714,S,0.9983
215817,Ad,0.535158
470265,C,0.399668
196514,Ad,0.436424
6033,C,0.573509
106850,C,0.399462
82737,C,0.265049
72217,Kl,0.40119
135073,Ds,0.570619
23341,S,0.599964
390453,S,0.314178
22878,C,0.522759
301593,Ad,0.479854
201193,Ad,0.640605
159409,Ds,0.375157
70764,S,0.560269
176,C,0.994861
612,Ds,1.0
96766,Ds,0.537851
116444,Ds,0.535437
236174,S,0.369195
33925,S,0.658767
99773,S,0.982194
93994,C,0.200377
87649,Ds,0.700409
120879,Ds,0.463781
78232,Ds,0.669509
93219,S,0.560086
93163,Ds,0.358473
53608,V,1.0
25866,C,0.44306
135057,V,0.925178
10226,C,0.999732
43725,C,0.420399
52304,S,0.974163
13488,Kl,0.632374
40941,S,0.28138
7702,S,0.997932
103345,S,0.486854
72661,S,0.518264
89736,V,0.918364
30066,S,0.499896
94052,Ds,0.489647
56610,V,0.892329
30097,V,0.98697
115123,S,0.639909
58762,Ds,0.724059
34115,Ds,0.31877
32255,Ds,0.420249
126478,Ad,0.537872
104960,Ad,0.368361
5051,V,1.0
18375,Ds,0.385448
46788,S,0.857722
91416,Ds,0.386151
71668,Ds,0.910784
52955,S,0.530738
14250,V,0.328878
196445,Ad,0.438101
4018,C,0.466912
99752,C,0.553648
13270,V,0.497213
15151,S,0.999982
137672,C,0.613946
58623,V,0.984035
53972,S,0.593022
43129,S,0.632669
160238,Ds,0.58899
89177,S,0.341566
40109,C,0.289336
42887,S,0.38318
7810,V,1.0
14445,Ds,0.626189
14357,Ds,0.282518
53807,S,0.687165
18473,C,0.479319
47117,Ds,0.840084
54270,Ds,0.982466
13797,S,0.506598
17856,S,0.630161
22309,S,0.528914
237323,Ad,0.776418
38381,S,0.999943
50118,S,0.443522
3140,Cgx,0.999996
133811,Kl,0.296162
46272,Ds,0.511581
39652,C,0.44255
42191,V,0.465738
116733,C,0.359258
205460,V,0.515871
87109,C,0.579588
155955,C,0.409446
26439,S,0.999961
44541,V,1.0
234078,C,0.429273
169107,C,0.395882
195622,Kl,0.450453
197919,Ds,0.401689
131099,C,0.320009
59219,C,0.578658
88438,V,0.998945
70019,Kl,0.714027
72921,S,0.628806
350090,V,0.921253
157505,Ad,0.434653
44578,S,0.357457
52841,Ds,0.520966
3382,S,0.999963
74894,V,0.747814
193943,Ds,0.688002
90722,Ds,0.416836
201680,S,0.35883
110068,V,0.771619
15420,Ds,0.312212
47413,Ds,0.826887
150404,S,0.434127
29616,Ds,0.325945
6877,V,1.0
160315,Ds,0.854107
26097,V,1.0
119042,Ds,0.637176
19967,S,0.893777
43149,S,0.955734
6835,S,0.736864
9795,Bk,0.469385
7927,C,0.417107
86769,C,0.548163
30178,S,0.448149
66994,S,0.380331
229749,Ds,0.405337
12085,Ad,0.601004
66802,S,0.401425
49835,V,0.574789
58143,S,0.994077
4597,C,0.975369
89198,S,0.592247
15303,C,0.776387
85514,S,0.441315
58663,Ds,0.553654
55410,S,0.441412
114059,Ds,0.612275
30191,V,0.99994
14873,S,1.0
159202,V,0.448191
189437,Ad,0.599262
29004,C,0.734954
63059,Ds,0.629782
15482,S,0.448897
12310,C,0.588298
80115,Ds,0.322207
34045,Ds,0.508661
5795,S,0.999652
6472,C,0.92727
59719,S,0.993341
272078,Ds,0.593288
66878,Ad,0.425635
161050,V,0.56093
10872,V,0.770481
45758,Kl,0.300686
37362,V,0.964429
13563,S,0.675785
130082,S,0.485415
94037,S,0.781653
114893,C,0.425645
38755,Ad,0.350345
23563,S,0.765479
76184,V,0.451207
118534,S,0.24408
163527,Ad,0.847149
91073,S,0.854694
21436,S,0.396817
8930,S,0.38718
91049,Kl,0.331531
1088,S,1.0
45665,Kl,0.635719
71617,Ds,0.304142
87783,Kl,0.484258
7732,S,0.786308
58992,Ds,0.484485
25341,Ds,0.46442
15429,S,0.756183
4879,C,0.881347
34801,Kl,0.463158
121583,V,0.6908
274784,Ad,0.490793
5043,C,0.706035
28612,C,0.443795
16278,C,0.30196
77846,Ds,0.332966
38987,S,0.446895
3574,V,0.945755
21344,C,0.460116
110031,C,0.71763
45422,Kl,0.283803
101042,S,0.970028
336980,S,0.390586
196519,S,0.692547
151931,Kl,0.317563
239,Kl,0.878293
22194,Bk,0.342717
43953,Kl,0.440188
117085,C,0.866872
130101,Kl,0.353905
43188,Kl,0.379991
3831,S,1.0
199621,Kl,0.382627
22389,C,0.760354
73387,S,0.856302
335841,S,0.273498
232035,Ds,0.868232
80537,C,0.392158
48396,S,0.942
7332,S,0.96944
3938,C,0.530974
23891,Ad,0.763362
22739,S,0.390646
75249,S,0.330222
76673,C,0.490363
47882,Bk,0.374997
2921,C,0.400238
4300,C,0.732874
54349,C,0.250794
13717,S,0.620493
15039,S,0.34021
34416,Ds,0.276087
43291,Ds,0.635612
202728,Ad,0.989677
42768,S,0.633779
46844,C,0.370515
10906,S,0.997654
33148,Kl,0.303446
85968,C,0.248519
22671,Kl,0.353056
5413,C,0.999939
157844,Ad,0.395272
9908,Kl,0.4258
126087,Ds,0.537539
121172,C,0.428738
44469,S,0.471274
88620,C,0.300538
62849,S,0.8624
10092,C,0.352161
31041,Ds,0.393238
27918,Kl,0.331337
22736,S,0.888243
22397,S,0.970141
51369,S,0.985482
4344,C,0.869095
48826,Ds,0.478805
13911,S,0.608975
7584,S,0.839149
104818,Ds,0.355505
25232,S,0.610682
30725,C,0.576332
24578,C,0.277722
114487,V,0.483845
190898,Ds,0.757617
7724,S,1.0
10294,S,0.835364
172184,Ds,0.405813
94376,S,0.996975
44221,S,0.995934
130508,V,0.546256
140281,C,0.697673
32989,C,0.578545
157120,V,0.731558
99033,C,0.318301
100429,Ds,0.697994
4107,Xt,0.534372
172739,Ad,0.396382
122078,Bk,0.278706
4781,S,0.601657
103333,Ds,0.479909
15296,Ds,0.485647
21053,S,0.669289
28267,Kl,0.328272
49799,S,0.874118
35833,V,0.73457
278736,Ad,0.468029
10018,C,0.480065
91101,Ds,0.50411
31614,C,0.652312
3529,Ad,0.28558
13966,Kl,0.299662
53897,S,0.430909
269895,Ad,0.950991
59238,S,0.794143
26986,Ds,0.488277
113611,S,0.422892
53843,Kl,0.453142
10742,S,0.998298
11162,S,0.625654
101443,Ds,0.376466
53183,C,0.560411
108568,S,0.677743
51727,S,0.999029
24419,S,0.962606
243270,Ad,0.654153
280718,Ad,0.348686
436595,S,0.340665
62083,Ad,0.46359
14751,Kl,0.502153
196904,Ad,0.880473
60527,C,0.649702
11703,S,0.952494
68980,Ds,0.344866
53794,S,0.634291
154777,C,0.550624
124593,Ad,0.546016
15012,S,0.999999
12314,Kl,0.48628
2108,Xt,0.630501
26579,S,0.994281
21378,C,0.938004
92858,S,0.672753
10145,Ds,0.396103
99746,C,0.329969
68125,Ds,0.323757
49518,Kl,0.49554
31776,S,0.974134
76605,C,0.368972
